trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,soli,0,2026-07-28T15:42:30.251763+00:00,2026-07-28T15:42:39.590084+00:00,15
1,soli,1,2026-07-28T15:42:42.536482+00:00,2026-07-28T15:42:45.269866+00:00,15
2,soli,2,2026-07-28T15:42:48.402144+00:00,2026-07-28T15:42:51.123629+00:00,15
3,soli,3,2026-07-28T15:42:55.421334+00:00,2026-07-28T15:42:58.358319+00:00,15
4,soli,4,2026-07-28T15:42:59.980395+00:00,2026-07-28T15:43:02.732837+00:00,16
5,making-fist-open,1,2026-07-28T15:43:08.725849+00:00,2026-07-28T15:43:12.775140+00:00,15
6,making-fist-open,2,2026-07-28T15:43:14.736823+00:00,2026-07-28T15:43:20.098459+00:00,15
7,making-fist-open,3,2026-07-28T15:43:22.343726+00:00,2026-07-28T15:43:25.424101+00:00,15
8,making-fist-open,4,2026-07-28T15:43:28.024314+00:00,2026-07-28T15:43:31.250376+00:00,15
9,palm-up-down,0,2026-07-28T15:43:33.349912+00:00,2026-07-28T15:43:45.185181+00:00,15
10,palm-up-down,1,2026-07-28T15:43:46.787149+00:00,2026-07-28T15:43:50.431289+00:00,16
11,palm-up-down,2,2026-07-28T15:43:52.295007+00:00,2026-07-28T15:43:55.784381+00:00,15
12,palm-up-down,3,2026-07-28T15:43:57.215709+00:00,2026-07-28T15:44:00.581242+00:00,15
13,palm-up-down,4,2026-07-28T15:44:02.270968+00:00,2026-07-28T15:44:04.981789+00:00,15
