trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,clockwise,0,2026-07-24T23:13:07.129873+00:00,2026-07-24T23:16:31.311174+00:00,30
1,clockwise,1,2026-07-24T23:16:33.342414+00:00,2026-07-24T23:16:38.330238+00:00,31
2,clockwise,2,2026-07-24T23:16:39.733721+00:00,2026-07-24T23:16:47.419734+00:00,30
3,clockwise,3,2026-07-24T23:16:48.221371+00:00,2026-07-24T23:16:54.418387+00:00,30
4,clockwise,4,2026-07-24T23:16:55.124142+00:00,2026-07-24T23:17:00.008361+00:00,30
5,clockwise,5,2026-07-24T23:17:00.806843+00:00,2026-07-24T23:17:06.375712+00:00,30
6,clockwise,6,2026-07-24T23:17:07.463771+00:00,2026-07-24T23:17:12.177641+00:00,30
7,anticlockwise,0,2026-07-24T23:17:13.983741+00:00,2026-07-24T23:17:23.691048+00:00,30
8,anticlockwise,1,2026-07-24T23:17:24.472943+00:00,2026-07-24T23:17:29.841975+00:00,30
9,anticlockwise,2,2026-07-24T23:17:30.533247+00:00,2026-07-24T23:17:36.169088+00:00,30
10,anticlockwise,3,2026-07-24T23:17:37.020864+00:00,2026-07-24T23:17:44.257559+00:00,30
11,anticlockwise,4,2026-07-24T23:17:46.031739+00:00,2026-07-24T23:17:51.951494+00:00,30
12,anticlockwise,5,2026-07-24T23:17:53.128211+00:00,2026-07-24T23:17:59.900760+00:00,30
13,anticlockwise,6,2026-07-24T23:18:01.238201+00:00,2026-07-24T23:18:05.557445+00:00,30
