trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,push,0,2026-07-27T18:01:27.210713+00:00,2026-07-27T18:01:31.142569+00:00,20
1,push,1,2026-07-27T18:01:32.488938+00:00,2026-07-27T18:01:38.926314+00:00,20
2,push,2,2026-07-27T18:01:40.571386+00:00,2026-07-27T18:01:43.565905+00:00,20
3,push,3,2026-07-27T18:01:44.959188+00:00,2026-07-27T18:01:49.657450+00:00,20
4,push,4,2026-07-27T18:01:53.689587+00:00,2026-07-27T18:01:56.980686+00:00,20
5,push,5,2026-07-27T18:01:58.471523+00:00,2026-07-27T18:02:01.990787+00:00,20
6,push,6,2026-07-27T18:02:03.984585+00:00,2026-07-27T18:02:06.690738+00:00,20
7,push,7,2026-07-27T18:02:08.186097+00:00,2026-07-27T18:02:12.381107+00:00,20
8,push,8,2026-07-27T18:02:13.823321+00:00,2026-07-27T18:02:17.168754+00:00,20
9,push,9,2026-07-27T18:02:18.529831+00:00,2026-07-27T18:02:22.039222+00:00,20
10,pull,0,2026-07-27T18:02:23.660363+00:00,2026-07-27T18:02:28.225509+00:00,20
11,pull,1,2026-07-27T18:02:29.681262+00:00,2026-07-27T18:02:34.339198+00:00,20
12,pull,2,2026-07-27T18:02:35.476691+00:00,2026-07-27T18:02:39.445991+00:00,20
13,pull,3,2026-07-27T18:02:40.880472+00:00,2026-07-27T18:02:44.813954+00:00,20
14,pull,4,2026-07-27T18:02:46.155659+00:00,2026-07-27T18:02:49.787760+00:00,20
15,pull,5,2026-07-27T18:02:51.055151+00:00,2026-07-27T18:02:54.218620+00:00,20
16,pull,6,2026-07-27T18:02:56.082359+00:00,2026-07-27T18:02:59.594866+00:00,20
17,pull,7,2026-07-27T18:03:01.048652+00:00,2026-07-27T18:03:04.494287+00:00,20
18,pull,8,2026-07-27T18:03:06.074828+00:00,2026-07-27T18:03:09.488767+00:00,20
19,pull,9,2026-07-27T18:03:10.638747+00:00,2026-07-27T18:03:13.808624+00:00,20
