frame_index,timestamp,gesture,trial,elapsed
0,2026-07-24T18:43:27.482811+00:00,push,0,0.0
1,2026-07-24T18:43:27.586946+00:00,push,0,0.109
2,2026-07-24T18:43:27.688725+00:00,push,0,0.203
3,2026-07-24T18:43:27.774508+00:00,push,0,0.297
4,2026-07-24T18:43:27.875807+00:00,push,0,0.391
5,2026-07-24T18:43:27.977817+00:00,push,0,0.5
6,2026-07-24T18:43:28.079549+00:00,push,0,0.594
7,2026-07-24T18:43:28.166476+00:00,push,0,0.688
8,2026-07-24T18:43:28.268623+00:00,push,0,0.797
9,2026-07-24T18:43:28.369630+00:00,push,0,0.891
10,2026-07-24T18:43:28.471515+00:00,push,0,1.0
11,2026-07-24T18:43:28.573584+00:00,push,0,1.094
12,2026-07-24T18:43:28.675612+00:00,push,0,1.203
13,2026-07-24T18:43:28.778355+00:00,push,0,1.297
14,2026-07-24T18:43:28.880003+00:00,push,0,1.406
15,2026-07-24T18:43:28.981609+00:00,push,0,1.5
16,2026-07-24T18:43:29.083303+00:00,push,0,1.609
17,2026-07-24T18:43:29.185164+00:00,push,0,1.703
18,2026-07-24T18:43:29.289077+00:00,push,0,1.813
19,2026-07-24T18:43:29.390610+00:00,push,0,1.906
0,2026-07-24T18:43:30.882458+00:00,pull,0,0.0
1,2026-07-24T18:43:30.984591+00:00,pull,0,0.094
2,2026-07-24T18:43:31.086189+00:00,pull,0,0.203
3,2026-07-24T18:43:31.188696+00:00,pull,0,0.297
4,2026-07-24T18:43:31.274831+00:00,pull,0,0.391
5,2026-07-24T18:43:31.376474+00:00,pull,0,0.485
6,2026-07-24T18:43:31.463357+00:00,pull,0,0.578
7,2026-07-24T18:43:31.565138+00:00,pull,0,0.688
8,2026-07-24T18:43:31.671873+00:00,pull,0,0.782
9,2026-07-24T18:43:31.762882+00:00,pull,0,0.875
10,2026-07-24T18:43:31.854070+00:00,pull,0,0.969
11,2026-07-24T18:43:31.956281+00:00,pull,0,1.078
12,2026-07-24T18:43:32.060999+00:00,pull,0,1.172
13,2026-07-24T18:43:32.149487+00:00,pull,0,1.266
14,2026-07-24T18:43:32.328449+00:00,pull,0,1.438
