trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,clockwise,0,2026-07-27T13:19:32.168987+00:00,2026-07-27T13:20:00.382279+00:00,29
1,clockwise,1,2026-07-27T13:20:04.596116+00:00,2026-07-27T13:20:09.621461+00:00,29
2,clockwise,3,2026-07-27T13:20:22.053816+00:00,2026-07-27T13:20:31.666818+00:00,29
3,clockwise,4,2026-07-27T13:20:34.781738+00:00,2026-07-27T13:20:41.647965+00:00,29
4,clockwise,5,2026-07-27T13:20:46.184231+00:00,2026-07-27T13:20:50.973716+00:00,29
5,clockwise,6,2026-07-27T13:20:54.152731+00:00,2026-07-27T13:21:02.712986+00:00,29
6,clockwise,7,2026-07-27T13:21:06.023108+00:00,2026-07-27T13:21:11.455796+00:00,29
7,clockwise,8,2026-07-27T13:21:14.086747+00:00,2026-07-27T13:21:18.712856+00:00,29
8,clockwise,9,2026-07-27T13:21:21.524157+00:00,2026-07-27T13:21:26.081542+00:00,29
9,clockwise,10,2026-07-27T13:21:28.450710+00:00,2026-07-27T13:21:33.781281+00:00,29
10,clockwise,11,2026-07-27T13:21:38.251227+00:00,2026-07-27T13:21:42.435189+00:00,29
11,clockwise,12,2026-07-27T13:21:46.512016+00:00,2026-07-27T13:21:56.997833+00:00,29
12,clockwise,13,2026-07-27T13:22:01.301251+00:00,2026-07-27T13:22:08.091188+00:00,29
13,clockwise,14,2026-07-27T13:22:11.045166+00:00,2026-07-27T13:22:18.980794+00:00,29
14,anticlockwise,0,2026-07-27T13:22:22.671320+00:00,2026-07-27T13:22:28.650341+00:00,29
15,anticlockwise,1,2026-07-27T13:22:31.004837+00:00,2026-07-27T13:22:34.623773+00:00,29
16,anticlockwise,2,2026-07-27T13:22:37.854842+00:00,2026-07-27T13:22:43.227942+00:00,29
17,anticlockwise,3,2026-07-27T13:22:45.467130+00:00,2026-07-27T13:22:50.191166+00:00,29
18,anticlockwise,4,2026-07-27T13:22:53.198322+00:00,2026-07-27T13:22:57.344168+00:00,29
19,anticlockwise,5,2026-07-27T13:22:59.578807+00:00,2026-07-27T13:23:04.241593+00:00,29
20,anticlockwise,6,2026-07-27T13:23:06.689766+00:00,2026-07-27T13:23:11.481279+00:00,29
21,anticlockwise,7,2026-07-27T13:23:13.800400+00:00,2026-07-27T13:23:19.226764+00:00,29
22,anticlockwise,8,2026-07-27T13:23:21.955148+00:00,2026-07-27T13:23:26.279781+00:00,29
23,anticlockwise,9,2026-07-27T13:23:31.054715+00:00,2026-07-27T13:23:36.935620+00:00,29
24,anticlockwise,10,2026-07-27T13:23:40.716612+00:00,2026-07-27T13:23:46.112560+00:00,29
25,anticlockwise,11,2026-07-27T13:23:48.758328+00:00,2026-07-27T13:23:54.534342+00:00,29
26,anticlockwise,12,2026-07-27T13:23:57.083360+00:00,2026-07-27T13:24:01.335808+00:00,29
27,anticlockwise,13,2026-07-27T13:24:03.471381+00:00,2026-07-27T13:24:07.550144+00:00,29
28,anticlockwise,14,2026-07-27T13:24:12.407483+00:00,2026-07-27T13:24:21.510115+00:00,29
