frame_index,timestamp,gesture,trial,elapsed
0,2026-07-27T13:19:57.450356+00:00,clockwise,0,7.5e-05
1,2026-07-27T13:19:57.555437+00:00,clockwise,0,0.105141
2,2026-07-27T13:19:57.660516+00:00,clockwise,0,0.210223
3,2026-07-27T13:19:57.765625+00:00,clockwise,0,0.315329
4,2026-07-27T13:19:57.870284+00:00,clockwise,0,0.419987
5,2026-07-27T13:19:57.975347+00:00,clockwise,0,0.525039
6,2026-07-27T13:19:58.080412+00:00,clockwise,0,0.630119
7,2026-07-27T13:19:58.185488+00:00,clockwise,0,0.735188
8,2026-07-27T13:19:58.290561+00:00,clockwise,0,0.840271
9,2026-07-27T13:19:58.395640+00:00,clockwise,0,0.94535
10,2026-07-27T13:19:58.497264+00:00,clockwise,0,1.04696
11,2026-07-27T13:19:58.602314+00:00,clockwise,0,1.152001
12,2026-07-27T13:19:58.707371+00:00,clockwise,0,1.257074
13,2026-07-27T13:19:58.812439+00:00,clockwise,0,1.362142
14,2026-07-27T13:19:58.915224+00:00,clockwise,0,1.464943
15,2026-07-27T13:19:59.020316+00:00,clockwise,0,1.570022
16,2026-07-27T13:19:59.123500+00:00,clockwise,0,1.673212
17,2026-07-27T13:19:59.228571+00:00,clockwise,0,1.77827
18,2026-07-27T13:19:59.333649+00:00,clockwise,0,1.883358
19,2026-07-27T13:19:59.438315+00:00,clockwise,0,1.988017
20,2026-07-27T13:19:59.543389+00:00,clockwise,0,2.093092
21,2026-07-27T13:19:59.648459+00:00,clockwise,0,2.198164
22,2026-07-27T13:19:59.751162+00:00,clockwise,0,2.300887
23,2026-07-27T13:19:59.856256+00:00,clockwise,0,2.405965
24,2026-07-27T13:19:59.960124+00:00,clockwise,0,2.509829
25,2026-07-27T13:20:00.065218+00:00,clockwise,0,2.614926
26,2026-07-27T13:20:00.170294+00:00,clockwise,0,2.719994
27,2026-07-27T13:20:00.275374+00:00,clockwise,0,2.825072
28,2026-07-27T13:20:00.380447+00:00,clockwise,0,2.930159
0,2026-07-27T13:20:06.705746+00:00,clockwise,1,4.7e-05
1,2026-07-27T13:20:06.810827+00:00,clockwise,1,0.105131
2,2026-07-27T13:20:06.915928+00:00,clockwise,1,0.210233
3,2026-07-27T13:20:07.018990+00:00,clockwise,1,0.313288
4,2026-07-27T13:20:07.123908+00:00,clockwise,1,0.41821
5,2026-07-27T13:20:07.225548+00:00,clockwise,1,0.519855
6,2026-07-27T13:20:07.327109+00:00,clockwise,1,0.621406
7,2026-07-27T13:20:07.432175+00:00,clockwise,1,0.726469
8,2026-07-27T13:20:07.534367+00:00,clockwise,1,0.828663
9,2026-07-27T13:20:07.636956+00:00,clockwise,1,0.931251
10,2026-07-27T13:20:07.737256+00:00,clockwise,1,1.031543
11,2026-07-27T13:20:07.839335+00:00,clockwise,1,1.13363
12,2026-07-27T13:20:07.944398+00:00,clockwise,1,1.238694
13,2026-07-27T13:20:08.049469+00:00,clockwise,1,1.343772
14,2026-07-27T13:20:08.152793+00:00,clockwise,1,1.447095
15,2026-07-27T13:20:08.257874+00:00,clockwise,1,1.55217
16,2026-07-27T13:20:08.362968+00:00,clockwise,1,1.657275
17,2026-07-27T13:20:08.466303+00:00,clockwise,1,1.760603
18,2026-07-27T13:20:08.571384+00:00,clockwise,1,1.865679
19,2026-07-27T13:20:08.676441+00:00,clockwise,1,1.970739
20,2026-07-27T13:20:08.781511+00:00,clockwise,1,2.075807
21,2026-07-27T13:20:08.886604+00:00,clockwise,1,2.180909
22,2026-07-27T13:20:08.991688+00:00,clockwise,1,2.285978
23,2026-07-27T13:20:09.096756+00:00,clockwise,1,2.391064
24,2026-07-27T13:20:09.201030+00:00,clockwise,1,2.495335
25,2026-07-27T13:20:09.306110+00:00,clockwise,1,2.600411
26,2026-07-27T13:20:09.410654+00:00,clockwise,1,2.704975
27,2026-07-27T13:20:09.515737+00:00,clockwise,1,2.810027
28,2026-07-27T13:20:09.619616+00:00,clockwise,1,2.913933
0,2026-07-27T13:20:28.757757+00:00,clockwise,3,4.8e-05
1,2026-07-27T13:20:28.858841+00:00,clockwise,3,0.10112
2,2026-07-27T13:20:28.963884+00:00,clockwise,3,0.206152
3,2026-07-27T13:20:29.068916+00:00,clockwise,3,0.311184
4,2026-07-27T13:20:29.169040+00:00,clockwise,3,0.411318
5,2026-07-27T13:20:29.274114+00:00,clockwise,3,0.516407
6,2026-07-27T13:20:29.377756+00:00,clockwise,3,0.620053
7,2026-07-27T13:20:29.479740+00:00,clockwise,3,0.722008
8,2026-07-27T13:20:29.584231+00:00,clockwise,3,0.826501
9,2026-07-27T13:20:29.689294+00:00,clockwise,3,0.931592
10,2026-07-27T13:20:29.790152+00:00,clockwise,3,1.032426
11,2026-07-27T13:20:29.891638+00:00,clockwise,3,1.133914
12,2026-07-27T13:20:29.996696+00:00,clockwise,3,1.238977
13,2026-07-27T13:20:30.099873+00:00,clockwise,3,1.342167
14,2026-07-27T13:20:30.204954+00:00,clockwise,3,1.447241
15,2026-07-27T13:20:30.310043+00:00,clockwise,3,1.552337
16,2026-07-27T13:20:30.414137+00:00,clockwise,3,1.65643
17,2026-07-27T13:20:30.517587+00:00,clockwise,3,1.759876
18,2026-07-27T13:20:30.622653+00:00,clockwise,3,1.864934
19,2026-07-27T13:20:30.727724+00:00,clockwise,3,1.970005
20,2026-07-27T13:20:30.832792+00:00,clockwise,3,2.075072
21,2026-07-27T13:20:30.937860+00:00,clockwise,3,2.180147
22,2026-07-27T13:20:31.042942+00:00,clockwise,3,2.285235
23,2026-07-27T13:20:31.148031+00:00,clockwise,3,2.390319
24,2026-07-27T13:20:31.253106+00:00,clockwise,3,2.495394
25,2026-07-27T13:20:31.353479+00:00,clockwise,3,2.595756
26,2026-07-27T13:20:31.455181+00:00,clockwise,3,2.697466
27,2026-07-27T13:20:31.560247+00:00,clockwise,3,2.802526
28,2026-07-27T13:20:31.665299+00:00,clockwise,3,2.907578
0,2026-07-27T13:20:38.735962+00:00,clockwise,4,4.2e-05
1,2026-07-27T13:20:38.841046+00:00,clockwise,4,0.105132
2,2026-07-27T13:20:38.946120+00:00,clockwise,4,0.210202
3,2026-07-27T13:20:39.051200+00:00,clockwise,4,0.315288
4,2026-07-27T13:20:39.155383+00:00,clockwise,4,0.419484
5,2026-07-27T13:20:39.256918+00:00,clockwise,4,0.521007
6,2026-07-27T13:20:39.362004+00:00,clockwise,4,0.626089
7,2026-07-27T13:20:39.467084+00:00,clockwise,4,0.731171
8,2026-07-27T13:20:39.567512+00:00,clockwise,4,0.831593
9,2026-07-27T13:20:39.672587+00:00,clockwise,4,0.936658
10,2026-07-27T13:20:39.777638+00:00,clockwise,4,1.041708
11,2026-07-27T13:20:39.882710+00:00,clockwise,4,1.146785
12,2026-07-27T13:20:39.987777+00:00,clockwise,4,1.251855
13,2026-07-27T13:20:40.092874+00:00,clockwise,4,1.356964
14,2026-07-27T13:20:40.195692+00:00,clockwise,4,1.459773
15,2026-07-27T13:20:40.300770+00:00,clockwise,4,1.564852
16,2026-07-27T13:20:40.404454+00:00,clockwise,4,1.66853
17,2026-07-27T13:20:40.507887+00:00,clockwise,4,1.771969
18,2026-07-27T13:20:40.612623+00:00,clockwise,4,1.876695
19,2026-07-27T13:20:40.717686+00:00,clockwise,4,1.981758
20,2026-07-27T13:20:40.819758+00:00,clockwise,4,2.083825
21,2026-07-27T13:20:40.923361+00:00,clockwise,4,2.187439
22,2026-07-27T13:20:41.028437+00:00,clockwise,4,2.292522
23,2026-07-27T13:20:41.129199+00:00,clockwise,4,2.393309
24,2026-07-27T13:20:41.234299+00:00,clockwise,4,2.498388
25,2026-07-27T13:20:41.339374+00:00,clockwise,4,2.603449
26,2026-07-27T13:20:41.440123+00:00,clockwise,4,2.704209
27,2026-07-27T13:20:41.540978+00:00,clockwise,4,2.805056
28,2026-07-27T13:20:41.646045+00:00,clockwise,4,2.91013
0,2026-07-27T13:20:48.071776+00:00,clockwise,5,5.8e-05
1,2026-07-27T13:20:48.176871+00:00,clockwise,5,0.105144
2,2026-07-27T13:20:48.280830+00:00,clockwise,5,0.209127
3,2026-07-27T13:20:48.384141+00:00,clockwise,5,0.312401
4,2026-07-27T13:20:48.487277+00:00,clockwise,5,0.41556
5,2026-07-27T13:20:48.592362+00:00,clockwise,5,0.52063
6,2026-07-27T13:20:48.697441+00:00,clockwise,5,0.625695
7,2026-07-27T13:20:48.802504+00:00,clockwise,5,0.730773
8,2026-07-27T13:20:48.907576+00:00,clockwise,5,0.835837
9,2026-07-27T13:20:49.012643+00:00,clockwise,5,0.940912
10,2026-07-27T13:20:49.116744+00:00,clockwise,5,1.045028
11,2026-07-27T13:20:49.217462+00:00,clockwise,5,1.145728
12,2026-07-27T13:20:49.322523+00:00,clockwise,5,1.250789
13,2026-07-27T13:20:49.423743+00:00,clockwise,5,1.352
14,2026-07-27T13:20:49.528804+00:00,clockwise,5,1.457073
15,2026-07-27T13:20:49.630152+00:00,clockwise,5,1.558416
16,2026-07-27T13:20:49.734123+00:00,clockwise,5,1.66239
17,2026-07-27T13:20:49.836584+00:00,clockwise,5,1.76485
18,2026-07-27T13:20:49.941662+00:00,clockwise,5,1.869925
19,2026-07-27T13:20:50.042356+00:00,clockwise,5,1.970632
