trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,one-arm-boxing,1,2026-07-29T04:56:07.765995+00:00,2026-07-29T04:56:11.999253+00:00,29
1,one-arm-boxing,2,2026-07-29T04:56:13.506718+00:00,2026-07-29T04:56:17.684142+00:00,29
2,one-arm-boxing,3,2026-07-29T04:56:19.729040+00:00,2026-07-29T04:56:24.016968+00:00,29
3,one-arm-boxing,4,2026-07-29T04:56:25.535166+00:00,2026-07-29T04:56:29.277213+00:00,29
4,one-arm-boxing,5,2026-07-29T04:56:30.460458+00:00,2026-07-29T04:56:34.225780+00:00,29
5,one-arm-boxing,6,2026-07-29T04:56:35.526112+00:00,2026-07-29T04:56:39.056554+00:00,29
6,one-arm-boxing,7,2026-07-29T04:56:40.419728+00:00,2026-07-29T04:56:44.259597+00:00,29
7,one-arm-boxing,8,2026-07-29T04:56:45.371103+00:00,2026-07-29T04:56:49.776723+00:00,29
8,one-arm-boxing,9,2026-07-29T04:56:50.907291+00:00,2026-07-29T04:56:54.373431+00:00,29
9,two-arm-boxing,0,2026-07-29T04:56:55.524986+00:00,2026-07-29T04:57:04.470800+00:00,29
10,two-arm-boxing,1,2026-07-29T04:57:06.003509+00:00,2026-07-29T04:57:10.160454+00:00,29
11,two-arm-boxing,2,2026-07-29T04:57:11.137434+00:00,2026-07-29T04:57:14.731843+00:00,29
12,two-arm-boxing,3,2026-07-29T04:57:16.302047+00:00,2026-07-29T04:57:19.954095+00:00,29
13,two-arm-boxing,4,2026-07-29T04:57:21.585283+00:00,2026-07-29T04:57:25.698329+00:00,29
14,two-arm-boxing,5,2026-07-29T04:57:26.671914+00:00,2026-07-29T04:57:30.547542+00:00,29
15,two-arm-boxing,6,2026-07-29T04:57:31.712557+00:00,2026-07-29T04:57:35.420777+00:00,29
16,two-arm-boxing,7,2026-07-29T04:57:36.777748+00:00,2026-07-29T04:57:40.630067+00:00,29
17,two-arm-boxing,8,2026-07-29T04:57:42.556180+00:00,2026-07-29T04:57:46.579115+00:00,29
18,two-arm-boxing,9,2026-07-29T04:57:47.924684+00:00,2026-07-29T04:57:51.691600+00:00,29
