frame_index,timestamp,gesture,trial,elapsed
0,2026-07-27T06:39:12.238692+00:00,push,0,7.4e-05
1,2026-07-27T06:39:12.343788+00:00,push,0,0.105147
2,2026-07-27T06:39:12.448880+00:00,push,0,0.210245
3,2026-07-27T06:39:12.553978+00:00,push,0,0.315342
4,2026-07-27T06:39:12.654530+00:00,push,0,0.415899
5,2026-07-27T06:39:12.759632+00:00,push,0,0.520996
6,2026-07-27T06:39:12.864719+00:00,push,0,0.626083
7,2026-07-27T06:39:12.969806+00:00,push,0,0.731168
8,2026-07-27T06:39:13.074898+00:00,push,0,0.836256
9,2026-07-27T06:39:13.179976+00:00,push,0,0.941336
10,2026-07-27T06:39:13.280292+00:00,push,0,1.041635
11,2026-07-27T06:39:13.385054+00:00,push,0,1.146396
12,2026-07-27T06:39:13.490115+00:00,push,0,1.251471
13,2026-07-27T06:39:13.590647+00:00,push,0,1.352001
14,2026-07-27T06:39:13.695621+00:00,push,0,1.456985
15,2026-07-27T06:39:13.800502+00:00,push,0,1.561851
16,2026-07-27T06:39:13.905563+00:00,push,0,1.666913
17,2026-07-27T06:39:14.010639+00:00,push,0,1.772007
18,2026-07-27T06:39:14.115286+00:00,push,0,1.876648
19,2026-07-27T06:39:14.219876+00:00,push,0,1.981229
0,2026-07-27T06:40:01.984677+00:00,push,1,4.7e-05
1,2026-07-27T06:40:02.087626+00:00,push,1,0.103003
2,2026-07-27T06:40:02.192713+00:00,push,1,0.208087
3,2026-07-27T06:40:02.295350+00:00,push,1,0.310726
4,2026-07-27T06:40:02.400438+00:00,push,1,0.415811
5,2026-07-27T06:40:02.504192+00:00,push,1,0.519565
6,2026-07-27T06:40:02.605205+00:00,push,1,0.620574
7,2026-07-27T06:40:02.710105+00:00,push,1,0.72548
8,2026-07-27T06:40:02.811587+00:00,push,1,0.826971
9,2026-07-27T06:40:02.916675+00:00,push,1,0.93204
10,2026-07-27T06:40:03.021738+00:00,push,1,1.037094
11,2026-07-27T06:40:03.126813+00:00,push,1,1.142182
12,2026-07-27T06:40:03.231893+00:00,push,1,1.247268
13,2026-07-27T06:40:03.336643+00:00,push,1,1.352011
14,2026-07-27T06:40:03.437539+00:00,push,1,1.452908
15,2026-07-27T06:40:03.542629+00:00,push,1,1.558002
16,2026-07-27T06:40:03.647713+00:00,push,1,1.663083
17,2026-07-27T06:40:03.752798+00:00,push,1,1.768169
18,2026-07-27T06:40:03.854189+00:00,push,1,1.869562
19,2026-07-27T06:40:03.959274+00:00,push,1,1.974646
0,2026-07-27T06:40:06.269836+00:00,push,2,5.2e-05
1,2026-07-27T06:40:06.370864+00:00,push,2,0.101079
2,2026-07-27T06:40:06.475956+00:00,push,2,0.20617
3,2026-07-27T06:40:06.578221+00:00,push,2,0.308441
4,2026-07-27T06:40:06.683307+00:00,push,2,0.413511
5,2026-07-27T06:40:06.787504+00:00,push,2,0.517723
6,2026-07-27T06:40:06.892588+00:00,push,2,0.622799
7,2026-07-27T06:40:06.995329+00:00,push,2,0.725542
8,2026-07-27T06:40:07.095769+00:00,push,2,0.825979
9,2026-07-27T06:40:07.200849+00:00,push,2,0.931058
10,2026-07-27T06:40:07.304176+00:00,push,2,1.034386
11,2026-07-27T06:40:07.409261+00:00,push,2,1.139482
12,2026-07-27T06:40:07.514356+00:00,push,2,1.244574
13,2026-07-27T06:40:07.619448+00:00,push,2,1.349659
14,2026-07-27T06:40:07.720818+00:00,push,2,1.451017
15,2026-07-27T06:40:07.825883+00:00,push,2,1.556087
16,2026-07-27T06:40:07.930962+00:00,push,2,1.661182
17,2026-07-27T06:40:08.036048+00:00,push,2,1.766262
18,2026-07-27T06:40:08.137485+00:00,push,2,1.867695
19,2026-07-27T06:40:08.238035+00:00,push,2,1.968235
0,2026-07-27T06:40:14.298321+00:00,push,3,5e-05
1,2026-07-27T06:40:14.403410+00:00,push,3,0.105145
2,2026-07-27T06:40:14.504145+00:00,push,3,0.205873
3,2026-07-27T06:40:14.609238+00:00,push,3,0.310965
4,2026-07-27T06:40:14.709706+00:00,push,3,0.411435
5,2026-07-27T06:40:14.814792+00:00,push,3,0.516526
6,2026-07-27T06:40:14.919890+00:00,push,3,0.621625
7,2026-07-27T06:40:15.021801+00:00,push,3,0.723537
8,2026-07-27T06:40:15.126889+00:00,push,3,0.828618
9,2026-07-27T06:40:15.231969+00:00,push,3,0.933695
10,2026-07-27T06:40:15.336512+00:00,push,3,1.038228
11,2026-07-27T06:40:15.438449+00:00,push,3,1.140163
12,2026-07-27T06:40:15.543509+00:00,push,3,1.245233
13,2026-07-27T06:40:15.648593+00:00,push,3,1.350328
14,2026-07-27T06:40:15.753692+00:00,push,3,1.455427
15,2026-07-27T06:40:15.854137+00:00,push,3,1.555868
16,2026-07-27T06:40:15.959219+00:00,push,3,1.660947
17,2026-07-27T06:40:16.064306+00:00,push,3,1.766039
18,2026-07-27T06:40:16.164561+00:00,push,3,1.866293
19,2026-07-27T06:40:16.269646+00:00,push,3,1.971377
0,2026-07-27T06:40:18.914148+00:00,push,4,3.5e-05
1,2026-07-27T06:40:19.019224+00:00,push,4,0.10512
2,2026-07-27T06:40:19.120876+00:00,push,4,0.206779
