trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,push,0,2026-07-27T06:39:06.095647+00:00,2026-07-27T06:39:14.221335+00:00,20
1,push,1,2026-07-27T06:39:57.265484+00:00,2026-07-27T06:40:03.961024+00:00,20
2,push,2,2026-07-27T06:40:05.756603+00:00,2026-07-27T06:40:08.239207+00:00,20
3,push,3,2026-07-27T06:40:09.920682+00:00,2026-07-27T06:40:16.271627+00:00,20
4,push,4,2026-07-27T06:40:17.572157+00:00,2026-07-27T06:40:20.890345+00:00,20
5,pull,1,2026-07-27T06:40:27.360138+00:00,2026-07-27T06:40:31.755985+00:00,20
6,pull,2,2026-07-27T06:40:33.717046+00:00,2026-07-27T06:40:37.862722+00:00,20
7,pull,3,2026-07-27T06:40:39.911753+00:00,2026-07-27T06:40:45.028979+00:00,20
8,pull,4,2026-07-27T06:40:46.365610+00:00,2026-07-27T06:40:50.929053+00:00,20
9,left,1,2026-07-27T06:41:03.936620+00:00,2026-07-27T06:41:06.706182+00:00,20
10,left,2,2026-07-27T06:41:08.100986+00:00,2026-07-27T06:41:10.909914+00:00,20
11,left,3,2026-07-27T06:41:12.712128+00:00,2026-07-27T06:41:15.387448+00:00,20
12,left,4,2026-07-27T06:41:17.685042+00:00,2026-07-27T06:41:20.888364+00:00,20
13,right,0,2026-07-27T06:41:22.520129+00:00,2026-07-27T06:41:28.127527+00:00,20
14,right,1,2026-07-27T06:41:31.147689+00:00,2026-07-27T06:41:33.897072+00:00,20
15,right,2,2026-07-27T06:41:35.678344+00:00,2026-07-27T06:41:39.815817+00:00,20
16,right,3,2026-07-27T06:41:41.498304+00:00,2026-07-27T06:41:44.755350+00:00,20
17,right,4,2026-07-27T06:41:46.564939+00:00,2026-07-27T06:41:50.072950+00:00,20
