trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,soli,0,2026-07-28T03:50:24.054593+00:00,2026-07-28T03:50:44.779672+00:00,15
1,soli,1,2026-07-28T03:50:45.929188+00:00,2026-07-28T03:51:05.726008+00:00,15
2,soli,2,2026-07-28T03:51:06.552265+00:00,2026-07-28T03:51:09.438498+00:00,15
3,soli,3,2026-07-28T03:51:10.185150+00:00,2026-07-28T03:51:13.297647+00:00,15
4,soli,4,2026-07-28T03:51:13.938228+00:00,2026-07-28T03:51:17.404891+00:00,15
5,soli,5,2026-07-28T03:51:18.532369+00:00,2026-07-28T03:51:21.188359+00:00,15
6,soli,6,2026-07-28T03:51:21.770590+00:00,2026-07-28T03:51:24.949418+00:00,15
7,soli,7,2026-07-28T03:51:26.228601+00:00,2026-07-28T03:51:30.273220+00:00,15
8,making-fist-open,1,2026-07-28T03:51:38.175463+00:00,2026-07-28T03:51:40.832036+00:00,15
9,making-fist-open,2,2026-07-28T03:51:41.986487+00:00,2026-07-28T03:51:44.690825+00:00,15
10,making-fist-open,3,2026-07-28T03:51:45.749343+00:00,2026-07-28T03:51:48.675245+00:00,15
11,making-fist-open,5,2026-07-28T03:51:55.663156+00:00,2026-07-28T03:51:58.526309+00:00,15
