frame_index,timestamp,gesture,trial,elapsed
0,2026-07-27T03:02:13.168084+00:00,push,0,5.9e-05
1,2026-07-27T03:02:13.273173+00:00,push,0,0.105132
2,2026-07-27T03:02:13.373902+00:00,push,0,0.205871
3,2026-07-27T03:02:13.478982+00:00,push,0,0.310948
4,2026-07-27T03:02:13.583864+00:00,push,0,0.415829
5,2026-07-27T03:02:13.687321+00:00,push,0,0.51928
6,2026-07-27T03:02:13.788951+00:00,push,0,0.620909
7,2026-07-27T03:02:13.890009+00:00,push,0,0.721975
8,2026-07-27T03:02:13.990557+00:00,push,0,0.822516
9,2026-07-27T03:02:14.095633+00:00,push,0,0.927596
10,2026-07-27T03:02:14.200565+00:00,push,0,1.032509
11,2026-07-27T03:02:14.305607+00:00,push,0,1.137555
12,2026-07-27T03:02:14.410674+00:00,push,0,1.242632
13,2026-07-27T03:02:14.515050+00:00,push,0,1.347012
14,2026-07-27T03:02:14.620115+00:00,push,0,1.45207
15,2026-07-27T03:02:14.725192+00:00,push,0,1.557155
16,2026-07-27T03:02:14.830253+00:00,push,0,1.662205
17,2026-07-27T03:02:14.932913+00:00,push,0,1.764864
18,2026-07-27T03:02:15.033675+00:00,push,0,1.865626
0,2026-07-27T03:02:25.186659+00:00,push,1,3.9e-05
1,2026-07-27T03:02:25.290502+00:00,push,1,0.103897
2,2026-07-27T03:02:25.395588+00:00,push,1,0.208975
3,2026-07-27T03:02:25.498314+00:00,push,1,0.311696
4,2026-07-27T03:02:25.600757+00:00,push,1,0.414135
5,2026-07-27T03:02:25.705819+00:00,push,1,0.5192
6,2026-07-27T03:02:25.810877+00:00,push,1,0.624253
7,2026-07-27T03:02:25.915942+00:00,push,1,0.729319
8,2026-07-27T03:02:26.021024+00:00,push,1,0.834424
9,2026-07-27T03:02:26.123817+00:00,push,1,0.9372
10,2026-07-27T03:02:26.225114+00:00,push,1,1.038492
11,2026-07-27T03:02:26.330188+00:00,push,1,1.143569
12,2026-07-27T03:02:26.431657+00:00,push,1,1.245051
13,2026-07-27T03:02:26.536732+00:00,push,1,1.350113
14,2026-07-27T03:02:26.641481+00:00,push,1,1.45486
15,2026-07-27T03:02:26.746541+00:00,push,1,1.55992
16,2026-07-27T03:02:26.848308+00:00,push,1,1.661688
17,2026-07-27T03:02:26.953137+00:00,push,1,1.766518
18,2026-07-27T03:02:27.054034+00:00,push,1,1.867412
0,2026-07-27T03:02:30.244717+00:00,push,2,4.3e-05
1,2026-07-27T03:02:30.348306+00:00,push,2,0.103643
2,2026-07-27T03:02:30.450213+00:00,push,2,0.205541
3,2026-07-27T03:02:30.550357+00:00,push,2,0.305677
4,2026-07-27T03:02:30.655425+00:00,push,2,0.410757
5,2026-07-27T03:02:30.757131+00:00,push,2,0.512462
6,2026-07-27T03:02:30.857726+00:00,push,2,0.613057
7,2026-07-27T03:02:30.958144+00:00,push,2,0.713472
8,2026-07-27T03:02:31.062454+00:00,push,2,0.817787
9,2026-07-27T03:02:31.164959+00:00,push,2,0.920284
10,2026-07-27T03:02:31.270021+00:00,push,2,1.025333
11,2026-07-27T03:02:31.375066+00:00,push,2,1.13038
12,2026-07-27T03:02:31.480124+00:00,push,2,1.235447
13,2026-07-27T03:02:31.585192+00:00,push,2,1.340525
14,2026-07-27T03:02:31.690272+00:00,push,2,1.445598
15,2026-07-27T03:02:31.791542+00:00,push,2,1.54687
16,2026-07-27T03:02:31.894093+00:00,push,2,1.649415
17,2026-07-27T03:02:31.999157+00:00,push,2,1.754492
18,2026-07-27T03:02:32.103546+00:00,push,2,1.858861
0,2026-07-27T03:02:36.050680+00:00,push,3,4.4e-05
1,2026-07-27T03:02:36.155764+00:00,push,3,0.105133
2,2026-07-27T03:02:36.257126+00:00,push,3,0.206491
3,2026-07-27T03:02:36.362100+00:00,push,3,0.311459
4,2026-07-27T03:02:36.465719+00:00,push,3,0.415095
5,2026-07-27T03:02:36.570796+00:00,push,3,0.520152
6,2026-07-27T03:02:36.675859+00:00,push,3,0.625218
7,2026-07-27T03:02:36.780948+00:00,push,3,0.730305
8,2026-07-27T03:02:36.884382+00:00,push,3,0.833739
9,2026-07-27T03:02:36.989449+00:00,push,3,0.938805
10,2026-07-27T03:02:37.094514+00:00,push,3,1.043864
11,2026-07-27T03:02:37.198271+00:00,push,3,1.147628
12,2026-07-27T03:02:37.303347+00:00,push,3,1.252709
13,2026-07-27T03:02:37.408416+00:00,push,3,1.357775
14,2026-07-27T03:02:37.513480+00:00,push,3,1.462837
15,2026-07-27T03:02:37.618538+00:00,push,3,1.567895
16,2026-07-27T03:02:37.719663+00:00,push,3,1.669039
17,2026-07-27T03:02:37.823800+00:00,push,3,1.773156
18,2026-07-27T03:02:37.924737+00:00,push,3,1.874081
0,2026-07-27T03:02:41.314281+00:00,push,4,4.8e-05
1,2026-07-27T03:02:41.414914+00:00,push,4,0.100686
2,2026-07-27T03:02:41.519983+00:00,push,4,0.205739
3,2026-07-27T03:02:41.624760+00:00,push,4,0.310523
4,2026-07-27T03:02:41.729836+00:00,push,4,0.4156
5,2026-07-27T03:02:41.834916+00:00,push,4,0.520687
6,2026-07-27T03:02:41.940008+00:00,push,4,0.625774
7,2026-07-27T03:02:42.040945+00:00,push,4,0.726716
8,2026-07-27T03:02:42.146019+00:00,push,4,0.831776
9,2026-07-27T03:02:42.251084+00:00,push,4,0.936847
10,2026-07-27T03:02:42.354943+00:00,push,4,1.040694
11,2026-07-27T03:02:42.456107+00:00,push,4,1.141866
12,2026-07-27T03:02:42.561175+00:00,push,4,1.246934
13,2026-07-27T03:02:42.666244+00:00,push,4,1.352007
14,2026-07-27T03:02:42.771324+00:00,push,4,1.457089
15,2026-07-27T03:02:42.876398+00:00,push,4,1.562155
16,2026-07-27T03:02:42.981093+00:00,push,4,1.666856
17,2026-07-27T03:02:43.081467+00:00,push,4,1.767234
18,2026-07-27T03:02:43.181846+00:00,push,4,1.867597
0,2026-07-27T03:02:47.678149+00:00,push,5,4.9e-05
1,2026-07-27T03:02:47.782018+00:00,push,5,0.103921
2,2026-07-27T03:02:47.887087+00:00,push,5,0.208977
3,2026-07-27T03:02:47.990382+00:00,push,5,0.312275
4,2026-07-27T03:02:48.091390+00:00,push,5,0.413288
5,2026-07-27T03:02:48.193147+00:00,push,5,0.515046
6,2026-07-27T03:02:48.298229+00:00,push,5,0.62013
7,2026-07-27T03:02:48.403300+00:00,push,5,0.725194
8,2026-07-27T03:02:48.506325+00:00,push,5,0.828219
9,2026-07-27T03:02:48.607024+00:00,push,5,0.928915
10,2026-07-27T03:02:48.708449+00:00,push,5,1.030339
11,2026-07-27T03:02:48.813500+00:00,push,5,1.135378
12,2026-07-27T03:02:48.918558+00:00,push,5,1.240453
13,2026-07-27T03:02:49.022739+00:00,push,5,1.34464
14,2026-07-27T03:02:49.127829+00:00,push,5,1.449731
15,2026-07-27T03:02:49.232911+00:00,push,5,1.55481
16,2026-07-27T03:02:49.334042+00:00,push,5,1.655938
17,2026-07-27T03:02:49.439122+00:00,push,5,1.76102
18,2026-07-27T03:02:49.540343+00:00,push,5,1.862229
0,2026-07-27T03:02:53.283725+00:00,push,6,4.2e-05
1,2026-07-27T03:02:53.384511+00:00,push,6,0.100833
