trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,bye-bye,0,2026-07-29T21:51:44.975995+00:00,2026-07-29T21:51:55.529007+00:00,20
1,one-arm-boxing,0,2026-07-29T21:51:57.826039+00:00,2026-07-29T21:52:49.720238+00:00,21
2,bye-bye,1,2026-07-29T21:52:51.566635+00:00,2026-07-29T21:52:55.271184+00:00,20
3,one-arm-boxing,1,2026-07-29T21:52:56.349777+00:00,2026-07-29T21:52:59.549755+00:00,20
4,bye-bye,2,2026-07-29T21:53:00.539173+00:00,2026-07-29T21:53:03.703661+00:00,20
5,one-arm-boxing,2,2026-07-29T21:53:04.589040+00:00,2026-07-29T21:53:07.520388+00:00,20
6,bye-bye,3,2026-07-29T21:53:08.599847+00:00,2026-07-29T21:53:13.790632+00:00,21
7,one-arm-boxing,3,2026-07-29T21:53:16.519608+00:00,2026-07-29T21:53:19.451488+00:00,21
8,bye-bye,4,2026-07-29T21:53:20.874493+00:00,2026-07-29T21:53:23.992199+00:00,20
9,one-arm-boxing,4,2026-07-29T21:53:25.143832+00:00,2026-07-29T21:53:28.094767+00:00,21
10,bye-bye,5,2026-07-29T21:53:29.015506+00:00,2026-07-29T21:53:31.744758+00:00,20
11,one-arm-boxing,5,2026-07-29T21:53:32.803720+00:00,2026-07-29T21:53:35.521287+00:00,20
12,bye-bye,6,2026-07-29T21:53:36.555167+00:00,2026-07-29T21:53:39.234665+00:00,20
13,one-arm-boxing,6,2026-07-29T21:53:39.970963+00:00,2026-07-29T21:53:42.985035+00:00,20
14,bye-bye,7,2026-07-29T21:53:43.857266+00:00,2026-07-29T21:53:46.551557+00:00,20
15,one-arm-boxing,7,2026-07-29T21:53:47.076459+00:00,2026-07-29T21:53:49.785792+00:00,20
16,bye-bye,8,2026-07-29T21:53:54.585515+00:00,2026-07-29T21:54:05.513279+00:00,20
17,one-arm-boxing,8,2026-07-29T21:54:06.614905+00:00,2026-07-29T21:54:11.521945+00:00,20
