frame_index,timestamp,gesture,trial,elapsed
0,2026-07-28T19:19:33.782031+00:00,pull,0,0.0
1,2026-07-28T19:19:33.891637+00:00,pull,0,0.109
2,2026-07-28T19:19:34.003290+00:00,pull,0,0.219
3,2026-07-28T19:19:34.112931+00:00,pull,0,0.328
4,2026-07-28T19:19:34.211088+00:00,pull,0,0.422
5,2026-07-28T19:19:34.308220+00:00,pull,0,0.516
6,2026-07-28T19:19:34.408462+00:00,pull,0,0.625
7,2026-07-28T19:19:34.507128+00:00,pull,0,0.719
8,2026-07-28T19:19:34.607808+00:00,pull,0,0.828
9,2026-07-28T19:19:34.717189+00:00,pull,0,0.937
0,2026-07-28T19:19:40.233351+00:00,pull,1,0.0
1,2026-07-28T19:19:40.336414+00:00,pull,1,0.094
2,2026-07-28T19:19:40.432696+00:00,pull,1,0.188
3,2026-07-28T19:19:40.531973+00:00,pull,1,0.297
4,2026-07-28T19:19:40.642986+00:00,pull,1,0.406
5,2026-07-28T19:19:40.752949+00:00,pull,1,0.516
6,2026-07-28T19:19:40.852052+00:00,pull,1,0.609
7,2026-07-28T19:19:40.947368+00:00,pull,1,0.703
8,2026-07-28T19:19:41.037564+00:00,pull,1,0.797
9,2026-07-28T19:19:41.143534+00:00,pull,1,0.906
0,2026-07-28T19:19:46.744953+00:00,pull,2,0.0
1,2026-07-28T19:19:46.846981+00:00,pull,2,0.109
2,2026-07-28T19:19:46.956907+00:00,pull,2,0.219
3,2026-07-28T19:19:47.067149+00:00,pull,2,0.328
4,2026-07-28T19:19:47.173021+00:00,pull,2,0.438
5,2026-07-28T19:19:47.283083+00:00,pull,2,0.547
6,2026-07-28T19:19:47.393791+00:00,pull,2,0.656
7,2026-07-28T19:19:47.503383+00:00,pull,2,0.766
8,2026-07-28T19:19:47.611715+00:00,pull,2,0.875
9,2026-07-28T19:19:47.723604+00:00,pull,2,0.984
0,2026-07-28T19:19:54.868228+00:00,push,0,0.0
1,2026-07-28T19:19:54.968387+00:00,push,0,0.109
2,2026-07-28T19:19:55.068858+00:00,push,0,0.203
3,2026-07-28T19:19:55.161797+00:00,push,0,0.297
4,2026-07-28T19:19:55.257293+00:00,push,0,0.391
5,2026-07-28T19:19:55.352593+00:00,push,0,0.484
6,2026-07-28T19:19:55.445719+00:00,push,0,0.578
7,2026-07-28T19:19:55.543586+00:00,push,0,0.672
8,2026-07-28T19:19:55.637883+00:00,push,0,0.766
9,2026-07-28T19:19:55.739187+00:00,push,0,0.875
10,2026-07-28T19:19:55.840912+00:00,push,0,0.969
0,2026-07-28T19:19:58.889158+00:00,push,1,0.0
1,2026-07-28T19:19:59.004037+00:00,push,1,0.11
2,2026-07-28T19:19:59.113628+00:00,push,1,0.219
3,2026-07-28T19:19:59.207481+00:00,push,1,0.313
4,2026-07-28T19:19:59.313901+00:00,push,1,0.422
5,2026-07-28T19:19:59.423156+00:00,push,1,0.532
6,2026-07-28T19:19:59.533310+00:00,push,1,0.641
7,2026-07-28T19:19:59.631287+00:00,push,1,0.735
8,2026-07-28T19:19:59.728598+00:00,push,1,0.828
9,2026-07-28T19:19:59.828285+00:00,push,1,0.938
0,2026-07-28T19:20:03.862036+00:00,push,2,0.0
1,2026-07-28T19:20:03.967449+00:00,push,2,0.109
2,2026-07-28T19:20:04.073946+00:00,push,2,0.203
3,2026-07-28T19:20:04.167812+00:00,push,2,0.297
4,2026-07-28T19:20:04.258174+00:00,push,2,0.391
5,2026-07-28T19:20:04.359412+00:00,push,2,0.5
6,2026-07-28T19:20:04.473692+00:00,push,2,0.609
7,2026-07-28T19:20:04.571939+00:00,push,2,0.703
8,2026-07-28T19:20:04.662503+00:00,push,2,0.797
9,2026-07-28T19:20:04.757879+00:00,push,2,0.891
0,2026-07-28T19:20:13.159321+00:00,right,0,0.0
1,2026-07-28T19:20:13.259415+00:00,right,0,0.094
2,2026-07-28T19:20:13.359524+00:00,right,0,0.203
3,2026-07-28T19:20:13.457712+00:00,right,0,0.297
4,2026-07-28T19:20:13.564341+00:00,right,0,0.406
