trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,pull,0,2026-07-28T19:19:22.663560+00:00,2026-07-28T19:19:34.723532+00:00,10
1,pull,1,2026-07-28T19:19:38.648592+00:00,2026-07-28T19:19:41.153074+00:00,10
2,pull,2,2026-07-28T19:19:42.549434+00:00,2026-07-28T19:19:47.733411+00:00,10
3,push,0,2026-07-28T19:19:50.008222+00:00,2026-07-28T19:19:55.853172+00:00,11
4,push,1,2026-07-28T19:19:57.528844+00:00,2026-07-28T19:19:59.856299+00:00,10
5,push,2,2026-07-28T19:20:02.491841+00:00,2026-07-28T19:20:04.773228+00:00,10
6,right,0,2026-07-28T19:20:06.285153+00:00,2026-07-28T19:20:14.093918+00:00,10
7,right,1,2026-07-28T19:20:16.130254+00:00,2026-07-28T19:20:19.617298+00:00,10
8,right,2,2026-07-28T19:20:42.333008+00:00,2026-07-28T19:20:48.557988+00:00,11
9,left,0,2026-07-28T19:20:50.890202+00:00,2026-07-28T19:20:55.634953+00:00,11
10,left,1,2026-07-28T19:20:57.189843+00:00,2026-07-28T19:21:01.155322+00:00,10
11,left,2,2026-07-28T19:21:03.056368+00:00,2026-07-28T19:21:05.856128+00:00,10
12,raise-arms,0,2026-07-28T19:21:07.277508+00:00,2026-07-28T19:21:14.896435+00:00,10
13,raise-arms,1,2026-07-28T19:21:17.093849+00:00,2026-07-28T19:21:20.476429+00:00,10
14,raise-arms,2,2026-07-28T19:21:22.152348+00:00,2026-07-28T19:21:24.586346+00:00,10
