frame_index,timestamp,gesture,trial,elapsed
0,2026-07-29T05:12:45.466359+00:00,soli,0,4.3e-05
1,2026-07-29T05:12:45.571416+00:00,soli,0,0.105104
2,2026-07-29T05:12:45.673131+00:00,soli,0,0.206812
3,2026-07-29T05:12:45.774912+00:00,soli,0,0.308601
4,2026-07-29T05:12:45.879982+00:00,soli,0,0.413667
5,2026-07-29T05:12:45.985073+00:00,soli,0,0.518764
6,2026-07-29T05:12:46.087717+00:00,soli,0,0.621407
7,2026-07-29T05:12:46.192789+00:00,soli,0,0.726474
8,2026-07-29T05:12:46.295332+00:00,soli,0,0.829008
9,2026-07-29T05:12:46.400390+00:00,soli,0,0.93407
10,2026-07-29T05:12:46.501343+00:00,soli,0,1.035026
11,2026-07-29T05:12:46.606394+00:00,soli,0,1.14007
12,2026-07-29T05:12:46.711459+00:00,soli,0,1.245145
13,2026-07-29T05:12:46.816527+00:00,soli,0,1.350213
14,2026-07-29T05:12:46.917176+00:00,soli,0,1.45085
15,2026-07-29T05:12:47.022232+00:00,soli,0,1.555918
16,2026-07-29T05:12:47.127314+00:00,soli,0,1.661008
17,2026-07-29T05:12:47.232383+00:00,soli,0,1.766064
18,2026-07-29T05:12:47.337445+00:00,soli,0,1.871128
19,2026-07-29T05:12:47.441950+00:00,soli,0,1.97564
20,2026-07-29T05:12:47.547030+00:00,soli,0,2.08072
21,2026-07-29T05:12:47.651324+00:00,soli,0,2.185006
22,2026-07-29T05:12:47.756369+00:00,soli,0,2.290042
23,2026-07-29T05:12:47.861425+00:00,soli,0,2.3951
24,2026-07-29T05:12:47.966475+00:00,soli,0,2.500157
25,2026-07-29T05:12:48.071556+00:00,soli,0,2.605238
26,2026-07-29T05:12:48.175782+00:00,soli,0,2.709463
27,2026-07-29T05:12:48.280832+00:00,soli,0,2.814507
28,2026-07-29T05:12:48.385894+00:00,soli,0,2.919564
0,2026-07-29T05:12:50.887522+00:00,soli,1,4.8e-05
1,2026-07-29T05:12:50.992597+00:00,soli,1,0.105122
2,2026-07-29T05:12:51.097686+00:00,soli,1,0.21021
3,2026-07-29T05:12:51.201321+00:00,soli,1,0.313835
4,2026-07-29T05:12:51.306372+00:00,soli,1,0.418879
5,2026-07-29T05:12:51.409089+00:00,soli,1,0.5216
6,2026-07-29T05:12:51.514168+00:00,soli,1,0.62669
7,2026-07-29T05:12:51.617962+00:00,soli,1,0.730473
8,2026-07-29T05:12:51.723022+00:00,soli,1,0.835525
9,2026-07-29T05:12:51.828062+00:00,soli,1,0.940576
10,2026-07-29T05:12:51.933120+00:00,soli,1,1.045636
11,2026-07-29T05:12:52.034619+00:00,soli,1,1.147139
12,2026-07-29T05:12:52.139685+00:00,soli,1,1.252201
13,2026-07-29T05:12:52.242396+00:00,soli,1,1.354907
14,2026-07-29T05:12:52.347448+00:00,soli,1,1.459962
15,2026-07-29T05:12:52.452504+00:00,soli,1,1.565017
16,2026-07-29T05:12:52.557557+00:00,soli,1,1.67007
17,2026-07-29T05:12:52.659063+00:00,soli,1,1.771569
18,2026-07-29T05:12:52.764118+00:00,soli,1,1.876618
19,2026-07-29T05:12:52.869169+00:00,soli,1,1.981673
20,2026-07-29T05:12:52.974205+00:00,soli,1,2.086713
21,2026-07-29T05:12:53.075759+00:00,soli,1,2.188278
22,2026-07-29T05:12:53.180835+00:00,soli,1,2.293363
23,2026-07-29T05:12:53.285917+00:00,soli,1,2.398437
24,2026-07-29T05:12:53.390979+00:00,soli,1,2.503489
25,2026-07-29T05:12:53.496050+00:00,soli,1,2.60857
26,2026-07-29T05:12:53.601110+00:00,soli,1,2.713616
27,2026-07-29T05:12:53.706170+00:00,soli,1,2.818692
28,2026-07-29T05:12:53.811250+00:00,soli,1,2.923764
0,2026-07-29T05:12:55.754634+00:00,soli,2,4.6e-05
1,2026-07-29T05:12:55.858576+00:00,soli,2,0.103992
2,2026-07-29T05:12:55.963649+00:00,soli,2,0.209053
3,2026-07-29T05:12:56.066798+00:00,soli,2,0.312198
4,2026-07-29T05:12:56.171854+00:00,soli,2,0.41726
5,2026-07-29T05:12:56.276912+00:00,soli,2,0.522307
6,2026-07-29T05:12:56.381960+00:00,soli,2,0.62736
7,2026-07-29T05:12:56.484618+00:00,soli,2,0.730026
8,2026-07-29T05:12:56.589674+00:00,soli,2,0.835066
9,2026-07-29T05:12:56.692436+00:00,soli,2,0.93784
10,2026-07-29T05:12:56.797507+00:00,soli,2,1.042911
11,2026-07-29T05:12:56.902559+00:00,soli,2,1.14795
12,2026-07-29T05:12:57.007606+00:00,soli,2,1.25301
13,2026-07-29T05:12:57.109136+00:00,soli,2,1.35455
14,2026-07-29T05:12:57.214218+00:00,soli,2,1.459629
15,2026-07-29T05:12:57.319289+00:00,soli,2,1.564705
16,2026-07-29T05:12:57.424367+00:00,soli,2,1.669769
17,2026-07-29T05:12:57.525721+00:00,soli,2,1.77114
18,2026-07-29T05:12:57.630795+00:00,soli,2,1.876197
19,2026-07-29T05:12:57.735859+00:00,soli,2,1.981265
20,2026-07-29T05:12:57.840251+00:00,soli,2,2.085655
21,2026-07-29T05:12:57.945320+00:00,soli,2,2.190717
22,2026-07-29T05:12:58.050376+00:00,soli,2,2.295782
23,2026-07-29T05:12:58.155439+00:00,soli,2,2.40084
24,2026-07-29T05:12:58.258609+00:00,soli,2,2.504007
25,2026-07-29T05:12:58.363661+00:00,soli,2,2.609062
26,2026-07-29T05:12:58.468719+00:00,soli,2,2.714123
27,2026-07-29T05:12:58.573774+00:00,soli,2,2.819167
28,2026-07-29T05:12:58.678814+00:00,soli,2,2.9242
0,2026-07-29T05:13:03.730614+00:00,soli,3,1.4e-05
1,2026-07-29T05:13:03.835688+00:00,soli,3,0.105112
2,2026-07-29T05:13:03.940762+00:00,soli,3,0.210188
3,2026-07-29T05:13:04.044219+00:00,soli,3,0.31364
4,2026-07-29T05:13:04.145678+00:00,soli,3,0.41509
5,2026-07-29T05:13:04.250730+00:00,soli,3,0.520144
6,2026-07-29T05:13:04.354160+00:00,soli,3,0.623565
7,2026-07-29T05:13:04.458998+00:00,soli,3,0.728412
8,2026-07-29T05:13:04.564088+00:00,soli,3,0.83351
9,2026-07-29T05:13:04.669157+00:00,soli,3,0.938562
10,2026-07-29T05:13:04.770152+00:00,soli,3,1.039562
11,2026-07-29T05:13:04.875222+00:00,soli,3,1.144649
12,2026-07-29T05:13:04.980297+00:00,soli,3,1.249714
13,2026-07-29T05:13:05.083579+00:00,soli,3,1.353005
14,2026-07-29T05:13:05.188656+00:00,soli,3,1.458074
15,2026-07-29T05:13:05.293714+00:00,soli,3,1.563129
16,2026-07-29T05:13:05.398784+00:00,soli,3,1.668188
17,2026-07-29T05:13:05.503838+00:00,soli,3,1.773266
18,2026-07-29T05:13:05.608911+00:00,soli,3,1.878322
19,2026-07-29T05:13:05.708977+00:00,soli,3,1.978379
20,2026-07-29T05:13:05.814026+00:00,soli,3,2.083439
21,2026-07-29T05:13:05.919079+00:00,soli,3,2.188489
22,2026-07-29T05:13:06.024122+00:00,soli,3,2.293532
23,2026-07-29T05:13:06.128585+00:00,soli,3,2.398006
24,2026-07-29T05:13:06.233646+00:00,soli,3,2.503061
25,2026-07-29T05:13:06.338697+00:00,soli,3,2.608104
26,2026-07-29T05:13:06.443753+00:00,soli,3,2.713174
27,2026-07-29T05:13:06.548814+00:00,soli,3,2.818232
28,2026-07-29T05:13:06.649892+00:00,soli,3,2.919298
0,2026-07-29T05:13:09.106904+00:00,soli,4,2.5e-05
1,2026-07-29T05:13:09.211966+00:00,soli,4,0.105104
2,2026-07-29T05:13:09.317038+00:00,soli,4,0.210159
3,2026-07-29T05:13:09.422086+00:00,soli,4,0.315211
