trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,soli,0,2026-07-28T17:15:16.273809+00:00,2026-07-28T17:15:30.121569+00:00,15
1,soli,1,2026-07-28T17:15:32.138625+00:00,2026-07-28T17:15:34.573193+00:00,15
2,soli,2,2026-07-28T17:15:35.688325+00:00,2026-07-28T17:15:39.654694+00:00,15
3,soli,3,2026-07-28T17:15:40.760578+00:00,2026-07-28T17:15:43.999013+00:00,15
4,soli,4,2026-07-28T17:15:44.684264+00:00,2026-07-28T17:15:47.233581+00:00,15
5,soli,5,2026-07-28T17:15:47.732383+00:00,2026-07-28T17:15:50.768777+00:00,15
6,soli,6,2026-07-28T17:15:51.181136+00:00,2026-07-28T17:15:53.404766+00:00,15
7,soli,7,2026-07-28T17:15:53.949720+00:00,2026-07-28T17:15:56.904932+00:00,15
8,soli,8,2026-07-28T17:15:57.719488+00:00,2026-07-28T17:16:00.100630+00:00,15
9,soli,9,2026-07-28T17:16:00.512417+00:00,2026-07-28T17:16:03.528869+00:00,15
10,making-fist-open,0,2026-07-28T17:16:04.762156+00:00,2026-07-28T17:16:11.973762+00:00,15
11,making-fist-open,1,2026-07-28T17:16:13.157696+00:00,2026-07-28T17:16:15.275763+00:00,15
12,making-fist-open,2,2026-07-28T17:16:16.034296+00:00,2026-07-28T17:16:18.278100+00:00,15
13,making-fist-open,3,2026-07-28T17:16:19.020098+00:00,2026-07-28T17:16:21.300099+00:00,15
14,making-fist-open,4,2026-07-28T17:16:21.977662+00:00,2026-07-28T17:16:24.409652+00:00,15
15,making-fist-open,5,2026-07-28T17:16:25.151565+00:00,2026-07-28T17:16:27.518112+00:00,15
16,making-fist-open,6,2026-07-28T17:16:28.575373+00:00,2026-07-28T17:16:34.367140+00:00,15
17,making-fist-open,7,2026-07-28T17:16:36.209280+00:00,2026-07-28T17:16:41.062350+00:00,15
18,making-fist-open,8,2026-07-28T17:16:41.983230+00:00,2026-07-28T17:16:44.451704+00:00,15
19,making-fist-open,9,2026-07-28T17:16:45.268870+00:00,2026-07-28T17:16:47.989862+00:00,15
20,palm-up-down,0,2026-07-28T17:16:49.550039+00:00,2026-07-28T17:16:55.703937+00:00,16
21,palm-up-down,1,2026-07-28T17:17:04.072488+00:00,2026-07-28T17:17:06.794602+00:00,15
22,palm-up-down,2,2026-07-28T17:17:07.658157+00:00,2026-07-28T17:17:10.397729+00:00,15
23,palm-up-down,3,2026-07-28T17:17:11.041731+00:00,2026-07-28T17:17:14.342261+00:00,15
24,palm-up-down,4,2026-07-28T17:17:15.198730+00:00,2026-07-28T17:17:18.831987+00:00,15
25,palm-up-down,5,2026-07-28T17:17:19.438391+00:00,2026-07-28T17:17:22.775452+00:00,15
26,palm-up-down,6,2026-07-28T17:17:23.377547+00:00,2026-07-28T17:17:26.953005+00:00,15
27,palm-up-down,7,2026-07-28T17:17:27.516716+00:00,2026-07-28T17:17:30.100646+00:00,15
28,palm-up-down,8,2026-07-28T17:17:30.715691+00:00,2026-07-28T17:17:33.961098+00:00,15
29,palm-up-down,9,2026-07-28T17:17:34.872785+00:00,2026-07-28T17:17:37.417462+00:00,15
