trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,t-arm,0,2026-07-28T22:01:07.531633+00:00,2026-07-28T22:01:14.837196+00:00,15
1,t-arm,3,2026-07-28T22:03:41.414626+00:00,2026-07-28T22:03:44.349209+00:00,15
2,t-arm,4,2026-07-28T22:03:47.005510+00:00,2026-07-28T22:03:50.567502+00:00,15
3,soli,0,2026-07-28T22:03:53.251436+00:00,2026-07-28T22:04:01.808438+00:00,15
4,soli,1,2026-07-28T22:04:03.747386+00:00,2026-07-28T22:04:05.748662+00:00,15
5,soli,2,2026-07-28T22:04:07.143888+00:00,2026-07-28T22:04:09.858151+00:00,15
6,soli,3,2026-07-28T22:04:11.306139+00:00,2026-07-28T22:04:14.227509+00:00,15
7,soli,4,2026-07-28T22:04:15.778110+00:00,2026-07-28T22:04:18.191086+00:00,15
8,making-fist-open,0,2026-07-28T22:04:19.881253+00:00,2026-07-28T22:04:25.231786+00:00,15
9,making-fist-open,1,2026-07-28T22:04:27.949468+00:00,2026-07-28T22:06:14.479478+00:00,15
10,making-fist-open,2,2026-07-28T22:06:17.261165+00:00,2026-07-28T22:06:20.248945+00:00,15
11,making-fist-open,3,2026-07-28T22:06:22.165091+00:00,2026-07-28T22:06:24.872584+00:00,15
12,making-fist-open,4,2026-07-28T22:06:27.302188+00:00,2026-07-28T22:06:30.167848+00:00,15
13,palm-up-down,0,2026-07-28T22:06:33.287970+00:00,2026-07-28T22:06:55.888763+00:00,15
14,palm-up-down,1,2026-07-28T22:06:58.960082+00:00,2026-07-28T22:07:01.442394+00:00,15
15,palm-up-down,2,2026-07-28T22:07:03.923094+00:00,2026-07-28T22:07:06.988171+00:00,15
16,palm-up-down,3,2026-07-28T22:07:08.905815+00:00,2026-07-28T22:07:11.508597+00:00,15
17,palm-up-down,4,2026-07-28T22:07:14.252780+00:00,2026-07-28T22:07:17.091906+00:00,15
