trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,push,0,2026-07-28T05:46:17.816630+00:00,2026-07-28T05:46:22.976819+00:00,20
1,push,1,2026-07-28T05:46:24.603854+00:00,2026-07-28T05:46:27.636617+00:00,20
2,push,2,2026-07-28T05:46:28.866995+00:00,2026-07-28T05:46:31.853458+00:00,20
3,push,3,2026-07-28T05:46:33.391399+00:00,2026-07-28T05:46:37.125169+00:00,20
4,push,4,2026-07-28T05:46:38.859182+00:00,2026-07-28T05:46:42.243792+00:00,20
5,push,5,2026-07-28T05:46:43.376022+00:00,2026-07-28T05:46:48.644056+00:00,20
6,push,6,2026-07-28T05:46:49.719010+00:00,2026-07-28T05:46:53.226249+00:00,20
7,push,7,2026-07-28T05:46:54.320976+00:00,2026-07-28T05:46:57.617168+00:00,20
8,push,8,2026-07-28T05:46:59.191583+00:00,2026-07-28T05:47:04.232138+00:00,20
9,push,9,2026-07-28T05:47:05.351170+00:00,2026-07-28T05:47:08.678681+00:00,20
10,push,10,2026-07-28T05:47:09.954144+00:00,2026-07-28T05:47:13.111997+00:00,20
11,push,11,2026-07-28T05:47:14.880134+00:00,2026-07-28T05:47:17.762091+00:00,20
12,push,12,2026-07-28T05:47:18.908868+00:00,2026-07-28T05:47:23.592786+00:00,20
13,push,13,2026-07-28T05:47:24.877468+00:00,2026-07-28T05:47:27.685179+00:00,20
14,push,14,2026-07-28T05:47:28.796648+00:00,2026-07-28T05:47:31.794511+00:00,20
15,push,15,2026-07-28T05:47:33.117495+00:00,2026-07-28T05:47:36.107952+00:00,20
16,push,16,2026-07-28T05:47:37.357345+00:00,2026-07-28T05:47:42.098407+00:00,20
17,push,17,2026-07-28T05:47:43.351921+00:00,2026-07-28T05:47:46.213890+00:00,20
18,push,18,2026-07-28T05:47:47.627411+00:00,2026-07-28T05:47:53.108397+00:00,20
19,push,19,2026-07-28T05:47:54.690795+00:00,2026-07-28T05:47:58.899697+00:00,20
20,pull,0,2026-07-28T05:48:00.397122+00:00,2026-07-28T05:48:06.937470+00:00,20
21,pull,1,2026-07-28T05:48:08.040774+00:00,2026-07-28T05:48:10.804661+00:00,20
22,pull,3,2026-07-28T05:48:17.765686+00:00,2026-07-28T05:48:22.606491+00:00,20
23,pull,4,2026-07-28T05:48:24.646264+00:00,2026-07-28T05:48:29.844047+00:00,20
24,pull,5,2026-07-28T05:48:32.185404+00:00,2026-07-28T05:48:35.711824+00:00,20
25,pull,6,2026-07-28T05:48:36.782361+00:00,2026-07-28T05:48:40.009906+00:00,20
26,pull,7,2026-07-28T05:48:41.166015+00:00,2026-07-28T05:48:45.611664+00:00,20
27,pull,8,2026-07-28T05:48:47.122047+00:00,2026-07-28T05:48:49.893531+00:00,20
28,pull,9,2026-07-28T05:48:51.320545+00:00,2026-07-28T05:48:55.230451+00:00,20
29,pull,10,2026-07-28T05:48:56.271759+00:00,2026-07-28T05:48:59.120033+00:00,20
30,pull,11,2026-07-28T05:49:00.174278+00:00,2026-07-28T05:49:03.277576+00:00,20
31,pull,12,2026-07-28T05:49:04.212013+00:00,2026-07-28T05:49:07.612485+00:00,20
32,pull,13,2026-07-28T05:49:08.473559+00:00,2026-07-28T05:49:11.534121+00:00,20
33,pull,14,2026-07-28T05:49:12.552253+00:00,2026-07-28T05:49:16.675105+00:00,20
34,pull,15,2026-07-28T05:49:18.037146+00:00,2026-07-28T05:49:21.457667+00:00,20
35,pull,16,2026-07-28T05:49:22.893534+00:00,2026-07-28T05:49:25.943275+00:00,20
36,pull,17,2026-07-28T05:49:26.924261+00:00,2026-07-28T05:49:30.407346+00:00,20
37,pull,18,2026-07-28T05:49:31.844366+00:00,2026-07-28T05:49:53.964185+00:00,20
38,pull,19,2026-07-28T05:49:54.978572+00:00,2026-07-28T05:49:58.358374+00:00,20
