trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,t-arm,0,2026-07-29T22:07:19.344895+00:00,2026-07-29T22:07:31.479337+00:00,20
1,t-arm,1,2026-07-29T22:08:38.343124+00:00,2026-07-29T22:08:42.095277+00:00,20
2,t-arm,2,2026-07-29T22:08:43.913571+00:00,2026-07-29T22:08:46.900759+00:00,19
3,t-arm,3,2026-07-29T22:08:47.910786+00:00,2026-07-29T22:08:50.602095+00:00,20
4,t-arm,4,2026-07-29T22:08:51.396758+00:00,2026-07-29T22:08:54.012007+00:00,20
5,t-arm,5,2026-07-29T22:08:54.940470+00:00,2026-07-29T22:08:57.461855+00:00,20
6,t-arm,6,2026-07-29T22:08:58.283301+00:00,2026-07-29T22:09:00.811674+00:00,20
7,t-arm,7,2026-07-29T22:09:01.746973+00:00,2026-07-29T22:09:04.211309+00:00,20
8,t-arm,8,2026-07-29T22:09:05.198736+00:00,2026-07-29T22:09:07.761759+00:00,20
9,t-arm,9,2026-07-29T22:09:08.568667+00:00,2026-07-29T22:09:11.402013+00:00,20
10,t-arm,10,2026-07-29T22:09:12.289271+00:00,2026-07-29T22:09:14.985732+00:00,19
11,t-arm,11,2026-07-29T22:09:22.118760+00:00,2026-07-29T22:09:25.342761+00:00,20
12,t-arm,12,2026-07-29T22:09:30.063044+00:00,2026-07-29T22:09:33.073284+00:00,19
13,t-arm,13,2026-07-29T22:09:34.253554+00:00,2026-07-29T22:09:36.492542+00:00,20
14,t-arm,14,2026-07-29T22:09:37.890479+00:00,2026-07-29T22:09:40.115515+00:00,20
15,clapping,0,2026-07-29T22:09:46.008763+00:00,2026-07-29T22:09:51.677675+00:00,20
16,clapping,1,2026-07-29T22:09:52.323385+00:00,2026-07-29T22:09:54.347022+00:00,20
17,clapping,2,2026-07-29T22:09:54.812577+00:00,2026-07-29T22:09:56.863742+00:00,20
18,clapping,3,2026-07-29T22:09:57.298713+00:00,2026-07-29T22:09:59.334071+00:00,20
19,clapping,4,2026-07-29T22:09:59.872059+00:00,2026-07-29T22:10:01.948212+00:00,20
20,clapping,5,2026-07-29T22:10:02.366126+00:00,2026-07-29T22:10:04.413951+00:00,20
21,clapping,6,2026-07-29T22:10:04.814361+00:00,2026-07-29T22:10:06.857735+00:00,20
22,clapping,7,2026-07-29T22:10:07.395298+00:00,2026-07-29T22:10:09.477806+00:00,20
23,clapping,8,2026-07-29T22:10:09.906339+00:00,2026-07-29T22:10:11.965460+00:00,20
24,clapping,9,2026-07-29T22:10:12.311758+00:00,2026-07-29T22:10:14.394536+00:00,20
25,clapping,10,2026-07-29T22:10:14.765420+00:00,2026-07-29T22:10:16.824048+00:00,20
26,clapping,11,2026-07-29T22:10:17.136820+00:00,2026-07-29T22:10:19.207920+00:00,20
27,clapping,12,2026-07-29T22:10:19.386311+00:00,2026-07-29T22:10:21.553736+00:00,20
28,clapping,13,2026-07-29T22:10:22.002217+00:00,2026-07-29T22:10:24.107406+00:00,20
29,clapping,14,2026-07-29T22:10:42.581113+00:00,2026-07-29T22:10:48.340442+00:00,20
30,soli,0,2026-07-29T22:10:49.129882+00:00,2026-07-29T22:11:01.449774+00:00,20
31,soli,1,2026-07-29T22:11:01.919442+00:00,2026-07-29T22:11:04.475935+00:00,20
32,soli,2,2026-07-29T22:11:04.884464+00:00,2026-07-29T22:11:06.986775+00:00,19
33,soli,3,2026-07-29T22:11:07.393597+00:00,2026-07-29T22:11:09.467398+00:00,20
34,soli,4,2026-07-29T22:11:09.887338+00:00,2026-07-29T22:11:11.926401+00:00,20
35,soli,5,2026-07-29T22:11:12.369824+00:00,2026-07-29T22:11:14.456650+00:00,21
36,soli,6,2026-07-29T22:11:14.800950+00:00,2026-07-29T22:11:16.875702+00:00,20
37,soli,7,2026-07-29T22:11:17.282995+00:00,2026-07-29T22:11:19.316165+00:00,19
38,soli,8,2026-07-29T22:11:19.824622+00:00,2026-07-29T22:11:21.917204+00:00,20
39,soli,9,2026-07-29T22:11:22.446262+00:00,2026-07-29T22:11:24.546540+00:00,21
40,soli,10,2026-07-29T22:11:24.957457+00:00,2026-07-29T22:11:27.846329+00:00,20
41,soli,11,2026-07-29T22:11:28.247429+00:00,2026-07-29T22:11:30.275935+00:00,20
42,soli,12,2026-07-29T22:11:30.662329+00:00,2026-07-29T22:11:32.727659+00:00,20
43,soli,13,2026-07-29T22:11:33.235184+00:00,2026-07-29T22:11:35.286579+00:00,20
44,soli,14,2026-07-29T22:11:35.766996+00:00,2026-07-29T22:11:37.826218+00:00,20
