trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,soli,0,2026-07-28T07:20:20.756950+00:00,2026-07-28T07:20:38.900401+00:00,29
1,soli,1,2026-07-28T07:20:40.985726+00:00,2026-07-28T07:20:51.467308+00:00,29
2,soli,2,2026-07-28T07:20:56.304642+00:00,2026-07-28T07:21:01.129957+00:00,29
3,soli,3,2026-07-28T07:21:03.797739+00:00,2026-07-28T07:21:11.820617+00:00,29
4,soli,4,2026-07-28T07:21:18.424501+00:00,2026-07-28T07:21:22.407964+00:00,29
5,soli,5,2026-07-28T07:21:24.386601+00:00,2026-07-28T07:21:27.994855+00:00,29
6,soli,6,2026-07-28T07:21:29.576105+00:00,2026-07-28T07:21:33.542710+00:00,29
7,soli,7,2026-07-28T07:21:35.373211+00:00,2026-07-28T07:21:46.430279+00:00,29
8,soli,8,2026-07-28T07:21:49.175447+00:00,2026-07-28T07:21:55.725474+00:00,29
9,soli,9,2026-07-28T07:21:57.473856+00:00,2026-07-28T07:22:01.653520+00:00,29
10,soli,10,2026-07-28T07:22:03.170028+00:00,2026-07-28T07:22:07.383662+00:00,29
11,soli,11,2026-07-28T07:22:09.283188+00:00,2026-07-28T07:22:13.410357+00:00,29
12,soli,12,2026-07-28T07:22:15.040351+00:00,2026-07-28T07:22:18.806414+00:00,29
13,soli,13,2026-07-28T07:22:20.376718+00:00,2026-07-28T07:22:28.598514+00:00,29
14,soli,14,2026-07-28T07:22:30.113016+00:00,2026-07-28T07:22:35.395834+00:00,29
