trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,push,0,2026-07-26T23:40:22.512150+00:00,2026-07-26T23:41:28.624192+00:00,20
1,push,1,2026-07-26T23:41:45.882535+00:00,2026-07-26T23:41:56.509549+00:00,20
2,push,2,2026-07-26T23:42:00.382027+00:00,2026-07-26T23:42:04.120123+00:00,20
3,push,3,2026-07-26T23:42:07.451108+00:00,2026-07-26T23:42:14.971047+00:00,20
4,push,4,2026-07-26T23:42:17.967914+00:00,2026-07-26T23:42:23.436679+00:00,20
5,pull,0,2026-07-26T23:42:26.050540+00:00,2026-07-26T23:42:33.816507+00:00,20
6,pull,1,2026-07-26T23:42:36.612838+00:00,2026-07-26T23:42:46.987520+00:00,20
7,pull,2,2026-07-26T23:42:49.749775+00:00,2026-07-26T23:42:53.995574+00:00,20
8,pull,3,2026-07-26T23:42:56.625278+00:00,2026-07-26T23:43:00.747884+00:00,20
9,pull,4,2026-07-26T23:43:04.688296+00:00,2026-07-26T23:43:12.039331+00:00,20
10,left,1,2026-07-27T00:01:40.789568+00:00,2026-07-27T00:01:58.839570+00:00,20
11,left,2,2026-07-27T00:02:01.187288+00:00,2026-07-27T00:02:06.988598+00:00,20
12,left,3,2026-07-27T00:02:13.659435+00:00,2026-07-27T00:02:20.614566+00:00,20
13,left,4,2026-07-27T00:02:23.463828+00:00,2026-07-27T00:02:28.097868+00:00,20
14,right,0,2026-07-27T00:02:31.001365+00:00,2026-07-27T00:02:38.105611+00:00,20
15,right,1,2026-07-27T00:02:41.161351+00:00,2026-07-27T00:02:45.062868+00:00,20
16,right,2,2026-07-27T00:02:47.611176+00:00,2026-07-27T00:02:54.474323+00:00,20
17,right,3,2026-07-27T00:02:57.898266+00:00,2026-07-27T00:03:06.821457+00:00,20
18,right,4,2026-07-27T00:03:09.379166+00:00,2026-07-27T00:03:14.996693+00:00,20
