frame_index,timestamp,gesture,trial,elapsed
0,2026-07-27T17:38:45.181085+00:00,bye-bye,0,6.3e-05
1,2026-07-27T17:38:45.284956+00:00,bye-bye,0,0.103922
2,2026-07-27T17:38:45.387669+00:00,bye-bye,0,0.20664
3,2026-07-27T17:38:45.487864+00:00,bye-bye,0,0.30683
4,2026-07-27T17:38:45.592937+00:00,bye-bye,0,0.411904
5,2026-07-27T17:38:45.698005+00:00,bye-bye,0,0.516965
6,2026-07-27T17:38:45.801602+00:00,bye-bye,0,0.620567
7,2026-07-27T17:38:45.906624+00:00,bye-bye,0,0.72559
8,2026-07-27T17:38:46.011683+00:00,bye-bye,0,0.830646
9,2026-07-27T17:38:46.116753+00:00,bye-bye,0,0.935727
10,2026-07-27T17:38:46.218402+00:00,bye-bye,0,1.037357
11,2026-07-27T17:38:46.323452+00:00,bye-bye,0,1.142412
12,2026-07-27T17:38:46.428513+00:00,bye-bye,0,1.247481
13,2026-07-27T17:38:46.533594+00:00,bye-bye,0,1.352569
14,2026-07-27T17:38:46.637543+00:00,bye-bye,0,1.456507
15,2026-07-27T17:38:46.737754+00:00,bye-bye,0,1.556714
16,2026-07-27T17:38:46.842811+00:00,bye-bye,0,1.661777
17,2026-07-27T17:38:46.947871+00:00,bye-bye,0,1.766827
18,2026-07-27T17:38:47.049910+00:00,bye-bye,0,1.868886
19,2026-07-27T17:38:47.154991+00:00,bye-bye,0,1.973962
0,2026-07-27T17:38:52.079109+00:00,bye-bye,1,5.1e-05
1,2026-07-27T17:38:52.184200+00:00,bye-bye,1,0.105145
2,2026-07-27T17:38:52.284901+00:00,bye-bye,1,0.205833
3,2026-07-27T17:38:52.387614+00:00,bye-bye,1,0.308542
4,2026-07-27T17:38:52.487816+00:00,bye-bye,1,0.408742
5,2026-07-27T17:38:52.592861+00:00,bye-bye,1,0.513784
6,2026-07-27T17:38:52.697057+00:00,bye-bye,1,0.617986
7,2026-07-27T17:38:52.801596+00:00,bye-bye,1,0.722524
8,2026-07-27T17:38:52.906642+00:00,bye-bye,1,0.827564
9,2026-07-27T17:38:53.011686+00:00,bye-bye,1,0.932612
10,2026-07-27T17:38:53.116744+00:00,bye-bye,1,1.037674
11,2026-07-27T17:38:53.221800+00:00,bye-bye,1,1.142726
12,2026-07-27T17:38:53.326859+00:00,bye-bye,1,1.247792
13,2026-07-27T17:38:53.431920+00:00,bye-bye,1,1.35285
14,2026-07-27T17:38:53.534941+00:00,bye-bye,1,1.455868
15,2026-07-27T17:38:53.637226+00:00,bye-bye,1,1.558151
16,2026-07-27T17:38:53.742266+00:00,bye-bye,1,1.663187
17,2026-07-27T17:38:53.845867+00:00,bye-bye,1,1.766792
18,2026-07-27T17:38:53.947766+00:00,bye-bye,1,1.868685
19,2026-07-27T17:38:54.052821+00:00,bye-bye,1,1.973766
