frame_index,timestamp,gesture,trial,elapsed
0,2026-07-28T03:50:43.348206+00:00,soli,0,0.0
1,2026-07-28T03:50:43.452212+00:00,soli,0,0.11
2,2026-07-28T03:50:43.553817+00:00,soli,0,0.204
3,2026-07-28T03:50:43.655266+00:00,soli,0,0.313
4,2026-07-28T03:50:43.756686+00:00,soli,0,0.407
5,2026-07-28T03:50:43.858457+00:00,soli,0,0.516
6,2026-07-28T03:50:43.959939+00:00,soli,0,0.61
7,2026-07-28T03:50:44.061582+00:00,soli,0,0.719
8,2026-07-28T03:50:44.168364+00:00,soli,0,0.813
9,2026-07-28T03:50:44.269151+00:00,soli,0,0.922
10,2026-07-28T03:50:44.370868+00:00,soli,0,1.016
11,2026-07-28T03:50:44.472199+00:00,soli,0,1.125
12,2026-07-28T03:50:44.573872+00:00,soli,0,1.219
13,2026-07-28T03:50:44.675456+00:00,soli,0,1.329
14,2026-07-28T03:50:44.778649+00:00,soli,0,1.422
0,2026-07-28T03:51:04.308369+00:00,soli,1,0.0
1,2026-07-28T03:51:04.409835+00:00,soli,1,0.109
2,2026-07-28T03:51:04.510943+00:00,soli,1,0.203
3,2026-07-28T03:51:04.612539+00:00,soli,1,0.312
4,2026-07-28T03:51:04.713629+00:00,soli,1,0.406
5,2026-07-28T03:51:04.814668+00:00,soli,1,0.515
6,2026-07-28T03:51:04.916164+00:00,soli,1,0.609
7,2026-07-28T03:51:05.017435+00:00,soli,1,0.718
8,2026-07-28T03:51:05.124988+00:00,soli,1,0.828
9,2026-07-28T03:51:05.226590+00:00,soli,1,0.921
10,2026-07-28T03:51:05.320203+00:00,soli,1,1.015
11,2026-07-28T03:51:05.421834+00:00,soli,1,1.125
12,2026-07-28T03:51:05.523376+00:00,soli,1,1.218
13,2026-07-28T03:51:05.624479+00:00,soli,1,1.328
14,2026-07-28T03:51:05.725499+00:00,soli,1,1.421
0,2026-07-28T03:51:08.012254+00:00,soli,2,0.0
1,2026-07-28T03:51:08.114364+00:00,soli,2,0.109
2,2026-07-28T03:51:08.215939+00:00,soli,2,0.203
3,2026-07-28T03:51:08.317043+00:00,soli,2,0.312
4,2026-07-28T03:51:08.418201+00:00,soli,2,0.406
5,2026-07-28T03:51:08.519768+00:00,soli,2,0.515
6,2026-07-28T03:51:08.621185+00:00,soli,2,0.609
7,2026-07-28T03:51:08.722832+00:00,soli,2,0.718
8,2026-07-28T03:51:08.829829+00:00,soli,2,0.828
9,2026-07-28T03:51:08.930922+00:00,soli,2,0.922
10,2026-07-28T03:51:09.032380+00:00,soli,2,1.031
11,2026-07-28T03:51:09.133473+00:00,soli,2,1.125
12,2026-07-28T03:51:09.234910+00:00,soli,2,1.234
13,2026-07-28T03:51:09.336330+00:00,soli,2,1.328
14,2026-07-28T03:51:09.437477+00:00,soli,2,1.437
0,2026-07-28T03:51:11.894803+00:00,soli,3,0.0
1,2026-07-28T03:51:11.996017+00:00,soli,3,0.094
2,2026-07-28T03:51:12.097180+00:00,soli,3,0.203
3,2026-07-28T03:51:12.198489+00:00,soli,3,0.297
4,2026-07-28T03:51:12.300386+00:00,soli,3,0.407
5,2026-07-28T03:51:12.401776+00:00,soli,3,0.5
6,2026-07-28T03:51:12.503197+00:00,soli,3,0.61
7,2026-07-28T03:51:12.604428+00:00,soli,3,0.703
8,2026-07-28T03:51:12.706528+00:00,soli,3,0.813
9,2026-07-28T03:51:12.807715+00:00,soli,3,0.907
10,2026-07-28T03:51:12.908813+00:00,soli,3,1.016
11,2026-07-28T03:51:13.005829+00:00,soli,3,1.11
12,2026-07-28T03:51:13.101448+00:00,soli,3,1.203
13,2026-07-28T03:51:13.196040+00:00,soli,3,1.297
14,2026-07-28T03:51:13.297138+00:00,soli,3,1.407
0,2026-07-28T03:51:15.995421+00:00,soli,4,0.0
1,2026-07-28T03:51:16.097133+00:00,soli,4,0.109
2,2026-07-28T03:51:16.198638+00:00,soli,4,0.203
3,2026-07-28T03:51:16.299916+00:00,soli,4,0.313
4,2026-07-28T03:51:16.401455+00:00,soli,4,0.406
5,2026-07-28T03:51:16.503092+00:00,soli,4,0.516
6,2026-07-28T03:51:16.604073+00:00,soli,4,0.609
7,2026-07-28T03:51:16.705450+00:00,soli,4,0.719
8,2026-07-28T03:51:16.807564+00:00,soli,4,0.813
9,2026-07-28T03:51:16.908542+00:00,soli,4,0.922
10,2026-07-28T03:51:17.018710+00:00,soli,4,1.031
11,2026-07-28T03:51:17.115317+00:00,soli,4,1.125
12,2026-07-28T03:51:17.216426+00:00,soli,4,1.219
13,2026-07-28T03:51:17.302986+00:00,soli,4,1.313
14,2026-07-28T03:51:17.403870+00:00,soli,4,1.406
0,2026-07-28T03:51:19.782382+00:00,soli,5,0.0
1,2026-07-28T03:51:19.884209+00:00,soli,5,0.094
2,2026-07-28T03:51:19.986167+00:00,soli,5,0.203
3,2026-07-28T03:51:20.087781+00:00,soli,5,0.297
4,2026-07-28T03:51:20.189986+00:00,soli,5,0.406
5,2026-07-28T03:51:20.291556+00:00,soli,5,0.5
6,2026-07-28T03:51:20.392995+00:00,soli,5,0.609
7,2026-07-28T03:51:20.494542+00:00,soli,5,0.703
8,2026-07-28T03:51:20.583813+00:00,soli,5,0.797
9,2026-07-28T03:51:20.685416+00:00,soli,5,0.906
10,2026-07-28T03:51:20.786961+00:00,soli,5,1.0
11,2026-07-28T03:51:20.888735+00:00,soli,5,1.109
12,2026-07-28T03:51:20.990151+00:00,soli,5,1.203
13,2026-07-28T03:51:21.091268+00:00,soli,5,1.297
14,2026-07-28T03:51:21.177353+00:00,soli,5,1.391
0,2026-07-28T03:51:23.509370+00:00,soli,6,0.0
1,2026-07-28T03:51:23.611561+00:00,soli,6,0.109
2,2026-07-28T03:51:23.713152+00:00,soli,6,0.203
3,2026-07-28T03:51:23.814315+00:00,soli,6,0.312
4,2026-07-28T03:51:23.915812+00:00,soli,6,0.406
5,2026-07-28T03:51:24.016908+00:00,soli,6,0.515
6,2026-07-28T03:51:24.118157+00:00,soli,6,0.609
7,2026-07-28T03:51:24.219771+00:00,soli,6,0.718
8,2026-07-28T03:51:24.328867+00:00,soli,6,0.828
9,2026-07-28T03:51:24.441022+00:00,soli,6,0.937
10,2026-07-28T03:51:24.542689+00:00,soli,6,1.031
11,2026-07-28T03:51:24.644267+00:00,soli,6,1.14
12,2026-07-28T03:51:24.745388+00:00,soli,6,1.234
13,2026-07-28T03:51:24.846561+00:00,soli,6,1.343
14,2026-07-28T03:51:24.947888+00:00,soli,6,1.437
0,2026-07-28T03:51:28.861552+00:00,soli,7,0.0
1,2026-07-28T03:51:28.963007+00:00,soli,7,0.094
2,2026-07-28T03:51:29.064493+00:00,soli,7,0.203
3,2026-07-28T03:51:29.166119+00:00,soli,7,0.297
4,2026-07-28T03:51:29.267266+00:00,soli,7,0.406
5,2026-07-28T03:51:29.368533+00:00,soli,7,0.5
6,2026-07-28T03:51:29.469960+00:00,soli,7,0.609
7,2026-07-28T03:51:29.571385+00:00,soli,7,0.703
8,2026-07-28T03:51:29.663214+00:00,soli,7,0.797
9,2026-07-28T03:51:29.764381+00:00,soli,7,0.906
10,2026-07-28T03:51:29.865510+00:00,soli,7,1.0
11,2026-07-28T03:51:29.966998+00:00,soli,7,1.109
12,2026-07-28T03:51:30.068633+00:00,soli,7,1.203
13,2026-07-28T03:51:30.170242+00:00,soli,7,1.313
14,2026-07-28T03:51:30.271695+00:00,soli,7,1.406
0,2026-07-28T03:51:39.390062+00:00,making-fist-open,1,0.0
1,2026-07-28T03:51:39.492537+00:00,making-fist-open,1,0.094
2,2026-07-28T03:51:39.594208+00:00,making-fist-open,1,0.203
