frame_index,confidence,num_points,points,range_profile,motion_score
0,0.7,12,"[{""x"": 0.019518238774333053, ""y"": 1.423212044741082, ""z"": 0.028918577767872773, ""velocity"": 0.01996668332936563, ""snr"": 24.91741768703544}, {""x"": 0.0627057312223666, ""y"": 1.548854701247075, ""z"": 0.49561727449175286, ""velocity"": 0.11292849467900708, ""snr"": 30.722665394438685}, {""x"": 0.08284365585938051, ""y"": 1.5186462150368725, ""z"": 0.4425041362314582, ""velocity"": 0.1782414720122871, ""snr"": 18.8895171913462}, {""x"": 0.05807753280476234, ""y"": 1.542303646950962, ""z"": -0.2877630302761348, ""velocity"": 0.19991472060830104, ""snr"": 23.79398521382169}, {""x"": 0.02430462153859396, ""y"": 1.5502739359131381, ""z"": 0.22124241518104504, ""velocity"": 0.17264187332977476, ""snr"": 34.67897879187382}, {""x"": -0.003612596840842426, ""y"": 1.6389369914050809, ""z"": -0.24974370494812345, ""velocity"": 0.10310027436429284, ""snr"": 23.758708673820195}, {""x"": -0.048368502174385306, ""y"": 1.5896872346493383, ""z"": -0.11560810819490308, ""velocity"": 0.008316132486658098, ""snr"": 20.46558162796729}, {""x"": 0.06628416543995314, ""y"": 1.617548416550153, ""z"": -0.21076031204582318, ""velocity"": -0.0885040886589705, ""snr"": 32.776478424786994}, {""x"": 0.028759217171693663, ""y"": 1.4478894085853278, ""z"": -0.09189189604279277, ""velocity"": -0.16365542221288207, ""snr"": 31.45467481724408}, {""x"": 0.06855027005489564, ""y"": 1.5223535149027876, ""z"": 0.0022015279301230094, ""velocity"": -0.1987382007266929, ""snr"": 18.118474703453987}, {""x"": -0.08433475970952108, ""y"": 1.6913877717273034, ""z"": 0.24406213615932804, ""velocity"": -0.1851629364655465, ""snr"": 16.544736352524275}, {""x"": 0.08381348755882917, ""y"": 1.54741511957629, ""z"": 0.41302786474581593, ""velocity"": -0.12625332757446434, ""snr"": 21.263457218913977}]",null,0.25250665514892867
1,0.7,12,"[{""x"": 0.024782922291597256, ""y"": 1.6813988536524005, ""z"": -0.11049378745665635, ""velocity"": 0.03973386615901225, ""snr"": 16.864793083722294}, {""x"": 0.04086300249604821, ""y"": 1.4833223768001451, ""z"": -0.14928040344031374, ""velocity"": 0.1288435374475382, ""snr"": 33.7998825708951}, {""x"": 0.04581775456498179, ""y"": 1.5628911822715434, ""z"": 0.13282273272508535, ""velocity"": 0.18640781719344526, ""snr"": 20.756071355120756}, {""x"": -0.008085695847508123, ""y"": 1.572711267383254, ""z"": -0.04106489761904901, ""velocity"": 0.19833296209049373, ""snr"": 32.68138773120137}, {""x"": -0.00633491195197633, ""y"": 1.6135887741628567, ""z"": -0.2586491574844125, ""velocity"": 0.16169928076391804, ""snr"": 17.11953710958823}, {""x"": 0.07248412652424693, ""y"": 1.6392484606159659, ""z"": 0.0370297774213799, ""velocity"": 0.08547597604676596, ""snr"": 17.34433128144682}, {""x"": 0.004412013251083487, ""y"": 1.6364833516493231, ""z"": -0.09783297227596674, ""velocity"": -0.011674828685516017, ""snr"": 26.485648207269264}, {""x"": 0.07571560450080772, ""y"": 1.6212063583779428, ""z"": 0.15255551656720406, ""velocity"": -0.10596722818169868, ""snr"": 18.72258858494288}, {""x"": -0.027003915874024002, ""y"": 1.5561283381100692, ""z"": 0.27579042436751416, ""velocity"": -0.17431515448271764, ""snr"": 21.3530451005579}, {""x"": 0.06327607641810834, ""y"": 1.4587840262105207, ""z"": 0.45248948152214935, ""velocity"": -0.1999846515128202, ""snr"": 15.54847375636945}, {""x"": 0.07471173611260659, ""y"": 1.4903009946212675, ""z"": 0.2545152074720888, ""velocity"": -0.17669093114403064, ""snr"": 26.327417488669816}, {""x"": 0.07761232242921176, ""y"": 1.486064733860259, ""z"": 0.15850623046443527, ""velocity"": -0.11013710851952752, ""snr"": 30.242427954129877}]",null,0.22027421703905503
2,0.7,13,"[{""x"": 0.12573435476004013, ""y"": 1.6892707892723589, ""z"": -0.13748829486759628, ""velocity"": 0.059104041332267925, ""snr"": 24.27187533434192}, {""x"": -0.011968549620748212, ""y"": 1.6535498989011272, ""z"": -0.05681622865080686, ""velocity"": 0.14347121817990457, ""snr"": 15.504934374431546}, {""x"": 0.06445677730743209, ""y"": 1.7194857768599474, ""z"": -0.085118535585236, ""velocity"": 0.1927116370834386, ""snr"": 27.792395390585448}, {""x"": -0.007179513332388615, ""y"": 1.5817397050613962, ""z"": -0.25026545010530216, ""velocity"": 0.19476952617563903, ""snr"": 17.13142741624029}, {""x"": 0.03797109934927105, ""y"": 1.5450579048920885, ""z"": -0.14764056972658748, ""velocity"": 0.14914104243534407, ""snr"": 21.11865876639239}, {""x"": -0.01628260165227524, ""y"": 1.628000852938682, ""z"": 0.06696240267552647, ""velocity"": 0.06699763003118102, ""snr"": 34.2556226017747}, {""x"": 0.07374792296542396, ""y"": 1.5222556708963224, ""z"": 0.34855061614949123, ""velocity"": -0.031549138828649646, ""snr"": 29.43925881406017}, {""x"": 0.047696031572153054, ""y"": 1.6157443997490573, ""z"": 0.036108617905779315, ""velocity"": -0.12237157818854379, ""snr"": 16.913457311203246}, {""x"": 0.021528250871193436, ""y"": 1.6765696136502406, ""z"": 0.07036841733248224, ""velocity"": -0.183233187349891, ""snr"": 16.971377502806313}, {""x"": 0.044149075069763476, ""y"": 1.472727329966965, ""z"": 0.2804761748350581, ""velocity"": -0.19923292176716814, ""snr"": 22.514205086952263}, {""x"": 0.035483555853175947, ""y"": 1.57966792897793, ""z"": -0.1329344658277498, ""velocity"": -0.16645348844478025, ""snr"": 21.41436305904655}, {""x"": -0.0007241851587976925, ""y"": 1.6070043474526592, ""z"": -0.23700668492019641, ""velocity"": -0.09292043588275148, ""snr"": 25.02646240461687}, {""x"": 0.07190994894463014, ""y"": 1.5488597608905208, ""z"": -0.1094628288833566, ""velocity"": 0.0033627800968699427, ""snr"": 34.64781562278064}]",null,0.0067255601937398855
3,0.7,13,"[{""x"": 0.10545765910757057, ""y"": 1.5984471829077613, ""z"": -0.18956428880810358, ""velocity"": 0.07788366846173012, ""snr"": 16.805943912308177}, {""x"": 0.10165789765355276, ""y"": 1.4789724074801407, ""z"": 0.22881627552050604, ""velocity"": 0.1566653819254967, ""snr"": 28.67393618833045}, {""x"": 0.13903530717583854, ""y"": 1.6488165729831574, ""z"": -0.21396770133559506, ""velocity"": 0.19708994599769203, ""snr"": 22.471975928623266}, {""x"": 0.0632776645667642, ""y"": 1.5260815331498052, ""z"": -0.05536749142182457, ""velocity"": 0.1892600175374829, ""snr"": 33.36001757440324}, {""x"": 0.02291542067453261, ""y"": 1.7146754312839423, ""z"": 0.03132729350861515, ""velocity"": 0.13509263611023023, ""snr"": 24.655568016706063}, {""x"": 0.1560467397392704, ""y"": 1.7076946621092237, ""z"": -0.12193605420565887, ""velocity"": 0.04784986584279649, ""snr"": 31.943761017195527}, {""x"": 0.1294641753867392, ""y"": 1.6774255645570328, ""z"": 0.2996128605851566, ""velocity"": -0.05110822040536625, ""snr"": 26.81419813953976}, {""x"": 0.13474394182367494, ""y"": 1.5741384266298177, ""z"": 0.37477481313299343, ""velocity"": -0.13755323183679477, ""snr"": 22.95685361863072}, {""x"": 0.11024740475832102, ""y"": 1.4749773159080495, ""z"": -0.22774389642734832, ""velocity"": -0.19032041477790324, ""snr"": 22.808888830150817}, {""x"": 0.0546954373237737, ""y"": 1.6225923173189458, ""z"": 0.4302394559185221, ""velocity"": -0.1964905225248665, ""snr"": 21.63056267775233}, {""x"": 0.1529058054670862, ""y"": 1.7510954583689453, ""z"": 0.34522613459921553, ""velocity"": -0.15455289751119744, ""snr"": 21.5412476778122}, {""x"": 0.013683582581673945, ""y"": 1.7347992640061978, ""z"": -0.29673749944253425, ""velocity"": -0.0747753329660472, ""snr"": 33.28294358809817}, {""x"": 0.05149862185369028, ""y"": 1.515618697118742, ""z"": 0.33528132365022006, ""velocity"": 0.02330984097009873, ""snr"": 21.12821258058572}]",null,0.04661968194019746
4,0.7,13,"[{""x"": 0.03607116639097062, ""y"": 1.7271506854827658, ""z"": 0.35542707921373257, ""velocity"": 0.0958851077208406, ""snr"": 20.84736791406501}, {""x"": 0.016028191546379342, ""y"": 1.6649170100092547, ""z"": -0.13482520949733895, ""velocity"": 0.16829419696157932, ""snr"": 20.432124286765333}, {""x"": 0.14426468154849892, ""y"": 1.5655727209374233, ""z"": -0.0396978136154156, ""velocity"": 0.1994989973208109, ""snr"": 29.346845930614997}, {""x"": 0.159074607979818, ""y"": 1.6747649122721437, ""z"": 0.4397986166983738, ""velocity"": 0.18185948536513635, ""snr"": 18.325195871148672}, {""x"": 0.1550004073461915, ""y"": 1.7671967499810757, ""z"": 0.15699352657588803, ""velocity"": 0.11969442882079129, ""snr"": 34.69790779951334}, {""x"": 0.10885499072503599, ""y"": 1.4977180739979081, ""z"": 0.3140235714778638, ""velocity"": 0.028224001611973443, ""snr"": 22.86481400923921}, {""x"": 0.09721563693746357, ""y"": 1.726202320258026, ""z"": 0.00951273843756611, ""velocity"": -0.07015664553792397, ""snr"": 24.782183430104435}, {""x"": 0.14160078963025544, ""y"": 1.5655023337265574, ""z"": 0.10732475896853776, ""velocity"": -0.15136049906158566, ""snr"": 17.11265641625512}, {""x"": 0.20197417840474677, ""y"": 1.7272489504048016, ""z"": -0.09997641630675005, ""velocity"": -0.1955060235330194, ""snr"": 27.6203466361179}, {""x"": 0.09939421237031261, ""y"": 1.6232522546645793, ""z"": -0.11437977535259411, ""velocity"": -0.1917848549326277, ""snr"": 27.024143915100872}, {""x"": 0.13126369152709094, ""y"": 1.6899536716061168, ""z"": 0.13762384642162692, ""velocity"": -0.1411080651140784, ""snr"": 24.583936617513324}, {""x"": 0.15597067732284042, ""y"": 1.5849468601633512, ""z"": -0.03477090479277229, ""velocity"": -0.055883099639785175, ""snr"": 24.068298899376522}, {""x"": 0.1012422363049096, ""y"": 1.5784428346599968, ""z"": -0.0062719842977944475, ""velocity"": 0.043023997617563106, ""snr"": 29.097327468505934}]",null,0.08604799523512621
5,0.7,14,"[{""x"": 0.138935558547597, ""y"": 1.4986068157743022, ""z"": 0.027742562404026335, ""velocity"": 0.1129284946790071, ""snr"": 17.56978462850376}, {""x"": 0.08661936339045079, ""y"": 1.575243350552787, ""z"": -0.2589107912843559, ""velocity"": 0.1782414720122871, ""snr"": 30.77532087030099}, {""x"": 0.05978010005622465, ""y"": 1.7344064364281888, ""z"": 0.432022195592096, ""velocity"": 0.19991472060830104, ""snr"": 34.85081849643401}, {""x"": 0.1832566553008479, ""y"": 1.60432069061758, ""z"": 0.445803692090947, ""velocity"": 0.17264187332977476, ""snr"": 29.621940318521705}, {""x"": 0.11387980893886455, ""y"": 1.6459683230160196, ""z"": 0.21638242077837702, ""velocity"": 0.10310027436429284, ""snr"": 33.60727669778453}, {""x"": 0.14404748607811818, ""y"": 1.5815524234982183, ""z"": -0.03368853384177679, ""velocity"": 0.008316132486658098, ""snr"": 21.718118868743204}, {""x"": 0.12384970525400817, ""y"": 1.529180941073197, ""z"": -0.06779988706551988, ""velocity"": -0.0885040886589705, ""snr"": 29.45752877163574}, {""x"": 0.11651360923534317, ""y"": 1.649925333381028, ""z"": -0.02791097218789342, ""velocity"": -0.16365542221288207, ""snr"": 20.10638882806024}, {""x"": 0.08411448005955027, ""y"": 1.698302450012021, ""z"": 0.2486007506589393, ""velocity"": -0.1987382007266929, ""snr"": 15.730817291616173}, {""x"": 0.028118140277465037, ""y"": 1.7275178342782382, ""z"": 0.23313116326111127, ""velocity"": -0.1851629364655465, ""snr"": 27.001770394939392}, {""x"": 0.09886686441675571, ""y"": 1.5944665964509117, ""z"": -0.24684726881183286, ""velocity"": -0.12625332757446434, ""snr"": 29.71684398138193}, {""x"": 0.09646205964879935, ""y"": 1.5829847190473805, ""z"": -0.2430093389368557, ""velocity"": -0.036432500854419174, ""snr"": 20.421816468065412}, {""x"": 0.183698216648686, ""y"": 1.6355786671714851, ""z"": -0.2155614155933719, ""velocity"": 0.062308272702675575, ""snr"": 26.60286403999996}, {""x"": 0.13243701155212473, ""y"": 1.7608597105530215, ""z"": 0.22092024959201892, ""velocity"": 0.1457938080251752, ""snr"": 16.33565835894799}]",null,0.2915876160503504
6,0.7,14,"[{""x"": 0.09420108977816968, ""y"": 1.5613777162607334, ""z"": 0.2749796632886459, ""velocity"": 0.12884353744753824, ""snr"": 25.244443411744108}, {""x"": 0.2408139966422334, ""y"": 1.7772025262992814, ""z"": 0.0780027284603245, ""velocity"": 0.1864078171934453, ""snr"": 26.80015174995181}, {""x"": 0.1489442999551043, ""y"": 1.6574389921344137, ""z"": -0.14365149692746476, ""velocity"": 0.19833296209049373, ""snr"": 31.039959752626707}, {""x"": 0.18988033067791693, ""y"": 1.6875996259603043, ""z"": 0.37268883937702035, ""velocity"": 0.16169928076391804, ""snr"": 28.76861184827257}, {""x"": 0.20146160482673797, ""y"": 1.6503787484105492, ""z"": -0.03590061327375566, ""velocity"": 0.08547597604676596, ""snr"": 33.35949539641656}, {""x"": 0.14018671468798988, ""y"": 1.5480240830031928, ""z"": 0.46504733265506376, ""velocity"": -0.011674828685516017, ""snr"": 16.691772240712325}, {""x"": 0.1325833945953206, ""y"": 1.70435795324853, ""z"": 0.21589319850244162, ""velocity"": -0.10596722818169868, ""snr"": 27.37426929203629}, {""x"": 0.1687329334856933, ""y"": 1.6065567242440892, ""z"": -0.2884426745798194, ""velocity"": -0.17431515448271764, ""snr"": 20.763590694078673}, {""x"": 0.1124359174279675, ""y"": 1.6470885126577244, ""z"": 0.032214083007173794, ""velocity"": -0.1999846515128202, ""snr"": 28.66346238783336}, {""x"": 0.16945582128459863, ""y"": 1.6060239452205793, ""z"": 0.3065846706692945, ""velocity"": -0.17669093114403064, ""snr"": 16.6181891763683}, {""x"": 0.09669069077061129, ""y"": 1.636794254089511, ""z"": -0.04323464324029531, ""velocity"": -0.11013710851952752, ""snr"": 24.239115336512562}, {""x"": 0.1297348893135747, ""y"": 1.7330273091618968, ""z"": 0.31167887925319515, ""velocity"": -0.01661788056349928, ""snr"": 21.633860877274348}, {""x"": 0.18173695059029377, ""y"": 1.6880374770914377, ""z"": 0.3411171712001683, ""velocity"": 0.08096998412331967, ""snr"": 18.150112479715727}, {""x"": 0.15408693267539716, ""y"": 1.683112683369899, ""z"": -0.2869027526936561, ""velocity"": 0.15873357276983063, ""snr"": 31.152536145840667}]",null,0.31746714553966127
7,0.7,14,"[{""x"": 0.0846815332711154, ""y"": 1.664868579438575, ""z"": -0.18187442309846533, ""velocity"": 0.14347121817990457, ""snr"": 34.85247297521531}, {""x"": 0.1359528738494897, ""y"": 1.675929609853229, ""z"": 0.046143395706530685, ""velocity"": 0.1927116370834386, ""snr"": 25.16157782384071}, {""x"": 0.18262530197720755, ""y"": 1.7928836452697887, ""z"": 0.44504079150799336, ""velocity"": 0.19476952617563903, ""snr"": 15.573702326105245}, {""x"": 0.11405049859801333, ""y"": 1.7441412875803495, ""z"": 0.12940567284600485, ""velocity"": 0.14914104243534407, ""snr"": 15.457794169941362}, {""x"": 0.12731373763184076, ""y"": 1.540545413422156, ""z"": 0.17177570947575788, ""velocity"": 0.06699763003118102, ""snr"": 18.51230853411876}, {""x"": 0.14077908468066133, ""y"": 1.540380637377346, ""z"": 0.019995151336961954, ""velocity"": -0.031549138828649646, ""snr"": 34.83257825299901}, {""x"": 0.1585517691028009, ""y"": 1.6953754126612313, ""z"": 0.03606470490215988, ""velocity"": -0.12237157818854379, ""snr"": 20.417309254395036}, {""x"": 0.19279545359470213, ""y"": 1.5397829051141902, ""z"": 0.12017263478844788, ""velocity"": -0.183233187349891, ""snr"": 23.68460978643285}, {""x"": 0.10519288995120123, ""y"": 1.7043572036072736, ""z"": 0.47625185171682216, ""velocity"": -0.19923292176716814, ""snr"": 18.89790570355216}, {""x"": 0.1548602223554172, ""y"": 1.7472038400633667, ""z"": -0.28531869357520306, ""velocity"": -0.16645348844478025, ""snr"": 26.135168180196647}, {""x"": 0.1421562189012007, ""y"": 1.5966452624802558, ""z"": 0.18235354503854898, ""velocity"": -0.09292043588275148, ""snr"": 34.71145653442923}, {""x"": 0.14512302968987953, ""y"": 1.7010026889558614, ""z"": -0.010759974894886221, ""velocity"": 0.0033627800968699427, ""snr"": 24.97102026002359}, {""x"": 0.08256726472224611, ""y"": 1.7401329739155722, ""z"": 0.4911614497545055, ""velocity"": 0.09882267022772163, ""snr"": 33.666051571531}, {""x"": 0.19104047813666644, ""y"": 1.5389701657056447, ""z"": 0.12585610624040772, ""velocity"": 0.1700873241257129, ""snr"": 32.884688899623626}]",null,0.3401746482514258
8,0.7,15,"[{""x"": 0.12719330057343975, ""y"": 1.7977002598246878, ""z"": -0.2652785645134091, ""velocity"": 0.1566653819254967, ""snr"": 30.26202336721175}, {""x"": 0.1701504659884423, ""y"": 1.6697928143140592, ""z"": 0.48282873433746637, ""velocity"": 0.19708994599769203, ""snr"": 21.074832705634577}, {""x"": 0.11082782336968329, ""y"": 1.8007106134405142, ""z"": 0.3755531482748051, ""velocity"": 0.1892600175374829, ""snr"": 34.58534923936462}, {""x"": 0.24164069309463512, ""y"": 1.7395079096660282, ""z"": 0.31708078763016967, ""velocity"": 0.13509263611023023, ""snr"": 15.927273074219134}, {""x"": 0.13063356112243618, ""y"": 1.6584551056445302, ""z"": 0.46320316686507135, ""velocity"": 0.04784986584279649, ""snr"": 34.78405800451576}, {""x"": 0.12769623634047195, ""y"": 1.8081437483736618, ""z"": 0.4717392837795677, ""velocity"": -0.05110822040536625, ""snr"": 16.25349873942285}, {""x"": 0.13777893886884537, ""y"": 1.7228988614275202, ""z"": 0.2456676760275926, ""velocity"": -0.13755323183679477, ""snr"": 27.826957550019376}, {""x"": 0.15850560073027364, ""y"": 1.6985747464643721, ""z"": 0.02760624694834884, ""velocity"": -0.19032041477790324, ""snr"": 20.547112312752592}, {""x"": 0.1995984984836828, ""y"": 1.6191821330453229, ""z"": -0.016378755273830033, ""velocity"": -0.1964905225248665, ""snr"": 21.429923693540477}, {""x"": 0.15958353445539053, ""y"": 1.687845660273257, ""z"": -0.23898443109385556, ""velocity"": -0.15455289751119744, ""snr"": 20.14068427039354}, {""x"": 0.11666773663087669, ""y"": 1.710236210525817, ""z"": 0.33051263685430404, ""velocity"": -0.0747753329660472, ""snr"": 15.360374095854167}, {""x"": 0.14641486382711427, ""y"": 1.6301802317117924, ""z"": 0.4803950583279352, ""velocity"": 0.02330984097009873, ""snr"": 34.58056020656297}, {""x"": 0.19759311912004848, ""y"": 1.691282623850004, ""z"": 0.28148931891366946, ""velocity"": 0.11568795287764005, ""snr"": 30.165188651417882}, {""x"": 0.17464665092529377, ""y"": 1.5753106094525282, ""z"": 0.3299751425102397, ""velocity"": 0.1797416191623254, ""snr"": 27.397869274355106}, {""x"": 0.22159868900691815, ""y"": 1.735781909578072, ""z"": -0.20869795524547036, ""velocity"": 0.1997882683679544, ""snr"": 24.0702012942277}]",null,0.3995765367359088
9,0.7,15,"[{""x"": 0.2825610007173745, ""y"": 1.7641835625141313, ""z"": -0.2101985606382498, ""velocity"": 0.16829419696157932, ""snr"": 31.066251583826325}, {""x"": 0.1464027468120882, ""y"": 1.6583444401840117, ""z"": 0.23394007805755107, ""velocity"": 0.1994989973208109, ""snr"": 34.36594086080383}, {""x"": 0.20598780075826537, ""y"": 1.7186266281900453, ""z"": 0.4964793971092909, ""velocity"": 0.18185948536513635, ""snr"": 19.78662291429886}, {""x"": 0.22318382049703436, ""y"": 1.5625801946559703, ""z"": 0.09807513676914613, ""velocity"": 0.11969442882079129, ""snr"": 25.842127086808762}, {""x"": 0.20364377105669315, ""y"": 1.5646820230530585, ""z"": 0.16392510041850658, ""velocity"": 0.028224001611973443, ""snr"": 34.739664991318584}, {""x"": 0.10329453052709506, ""y"": 1.8098212995844778, ""z"": 0.08360124856494545, ""velocity"": -0.07015664553792397, ""snr"": 28.36456328777093}, {""x"": 0.17517358163093696, ""y"": 1.6893566729704532, ""z"": 0.23273304063275488, ""velocity"": -0.15136049906158566, ""snr"": 28.856592100591985}, {""x"": 0.27829012281051185, ""y"": 1.8034088108405684, ""z"": 0.23561314095529168, ""velocity"": -0.1955060235330194, ""snr"": 26.74276600151201}, {""x"": 0.26101416403049144, ""y"": 1.6453767366040057, ""z"": -0.2526604450711374, ""velocity"": -0.1917848549326277, ""snr"": 15.766273713270873}, {""x"": 0.17447539367649506, ""y"": 1.57195576030043, ""z"": 0.23830964309067063, ""velocity"": -0.1411080651140784, ""snr"": 32.511529671747915}, {""x"": 0.18708279456699975, ""y"": 1.591408212060468, ""z"": -0.05947211041272477, ""velocity"": -0.055883099639785175, ""snr"": 33.59630239953382}, {""x"": 0.20446932975584955, ""y"": 1.8405607076902701, ""z"": 0.08698228028094326, ""velocity"": 0.043023997617563106, ""snr"": 16.335299405409284}, {""x"": 0.23697319256820054, ""y"": 1.6668487806764232, ""z"": -0.06112194316176047, ""velocity"": 0.13139731974375782, ""snr"": 28.46379390645961}, {""x"": 0.11236122618702231, ""y"": 1.7858417531556685, ""z"": 0.05403974004400161, ""velocity"": 0.18759999535494778, ""snr"": 31.398029476282957}, {""x"": 0.15855580009418246, ""y"": 1.741365312805273, ""z"": 0.26607992686006, ""velocity"": 0.19787164932467638, ""snr"": 18.92247997084338}]",null,0.39574329864935276
