trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,t-arm,0,2026-07-28T02:37:28.993343+00:00,2026-07-28T02:37:31.974901+00:00,55
1,t-arm,1,2026-07-28T02:37:35.295762+00:00,2026-07-28T02:37:38.271373+00:00,56
2,t-arm,2,2026-07-28T02:37:41.587648+00:00,2026-07-28T02:37:44.571349+00:00,56
3,t-arm,3,2026-07-28T02:37:47.887612+00:00,2026-07-28T02:37:50.850584+00:00,56
4,t-arm,4,2026-07-28T02:37:54.167849+00:00,2026-07-28T02:37:57.140830+00:00,56
5,t-arm,5,2026-07-28T02:38:00.459355+00:00,2026-07-28T02:38:03.441338+00:00,56
6,t-arm,6,2026-07-28T02:38:06.763244+00:00,2026-07-28T02:38:09.731120+00:00,56
7,t-arm,7,2026-07-28T02:38:13.049602+00:00,2026-07-28T02:38:16.000882+00:00,56
8,t-arm,8,2026-07-28T02:38:19.321586+00:00,2026-07-28T02:38:22.291779+00:00,56
9,t-arm,9,2026-07-28T02:38:25.604152+00:00,2026-07-28T02:38:28.571680+00:00,56
10,t-arm,10,2026-07-28T02:38:31.885828+00:00,2026-07-28T02:38:34.851400+00:00,56
11,t-arm,11,2026-07-28T02:38:38.167887+00:00,2026-07-28T02:38:41.122375+00:00,56
12,t-arm,12,2026-07-28T02:38:44.436591+00:00,2026-07-28T02:38:47.411356+00:00,56
13,t-arm,13,2026-07-28T02:38:50.728677+00:00,2026-07-28T02:38:53.701936+00:00,56
14,t-arm,14,2026-07-28T02:38:57.021772+00:00,2026-07-28T02:38:59.991679+00:00,56
15,raise-arms,0,2026-07-28T02:39:03.304259+00:00,2026-07-28T02:39:06.292164+00:00,56
16,raise-arms,1,2026-07-28T02:39:09.609724+00:00,2026-07-28T02:39:12.602447+00:00,56
17,raise-arms,2,2026-07-28T02:39:15.924399+00:00,2026-07-28T02:39:18.902620+00:00,56
18,raise-arms,3,2026-07-28T02:39:22.221318+00:00,2026-07-28T02:39:25.203053+00:00,56
19,raise-arms,4,2026-07-28T02:39:28.521929+00:00,2026-07-28T02:39:31.502930+00:00,56
20,raise-arms,5,2026-07-28T02:39:34.820380+00:00,2026-07-28T02:39:37.802043+00:00,56
21,raise-arms,6,2026-07-28T02:39:41.123461+00:00,2026-07-28T02:39:44.111763+00:00,56
22,raise-arms,7,2026-07-28T02:39:47.434052+00:00,2026-07-28T02:39:50.402289+00:00,56
23,raise-arms,8,2026-07-28T02:39:53.723227+00:00,2026-07-28T02:39:56.706705+00:00,56
24,raise-arms,9,2026-07-28T02:40:00.028475+00:00,2026-07-28T02:40:03.013363+00:00,56
25,raise-arms,10,2026-07-28T02:40:06.329634+00:00,2026-07-28T02:40:09.312494+00:00,56
26,raise-arms,11,2026-07-28T02:40:12.634687+00:00,2026-07-28T02:40:15.636569+00:00,56
27,raise-arms,12,2026-07-28T02:40:18.958594+00:00,2026-07-28T02:40:21.932526+00:00,56
28,raise-arms,13,2026-07-28T02:40:25.249245+00:00,2026-07-28T02:40:28.243492+00:00,56
29,raise-arms,14,2026-07-28T02:40:31.564805+00:00,2026-07-28T02:40:34.543256+00:00,56
30,palm-up-down,0,2026-07-28T02:40:37.863579+00:00,2026-07-28T02:40:40.857028+00:00,56
31,palm-up-down,1,2026-07-28T02:40:44.175217+00:00,2026-07-28T02:40:47.163494+00:00,56
32,palm-up-down,2,2026-07-28T02:40:50.481163+00:00,2026-07-28T02:40:53.473876+00:00,56
33,palm-up-down,3,2026-07-28T02:40:56.795284+00:00,2026-07-28T02:40:59.752996+00:00,56
34,palm-up-down,4,2026-07-28T02:41:03.074922+00:00,2026-07-28T02:41:06.043938+00:00,56
35,palm-up-down,5,2026-07-28T02:41:09.365134+00:00,2026-07-28T02:41:12.357303+00:00,56
36,palm-up-down,6,2026-07-28T02:41:15.677196+00:00,2026-07-28T02:41:18.653379+00:00,56
37,palm-up-down,7,2026-07-28T02:41:21.971350+00:00,2026-07-28T02:41:24.933342+00:00,56
38,palm-up-down,8,2026-07-28T02:41:28.256938+00:00,2026-07-28T02:41:31.253676+00:00,56
39,palm-up-down,9,2026-07-28T02:41:34.569195+00:00,2026-07-28T02:41:37.553808+00:00,56
40,palm-up-down,10,2026-07-28T02:41:40.875279+00:00,2026-07-28T02:41:43.863819+00:00,56
41,palm-up-down,11,2026-07-28T02:41:47.177947+00:00,2026-07-28T02:41:50.163710+00:00,56
42,palm-up-down,12,2026-07-28T02:41:53.484507+00:00,2026-07-28T02:41:56.477735+00:00,56
43,palm-up-down,13,2026-07-28T02:41:59.798775+00:00,2026-07-28T02:42:02.798047+00:00,56
44,palm-up-down,14,2026-07-28T02:42:06.114256+00:00,2026-07-28T02:42:09.103733+00:00,56
