trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,pull,0,2026-07-29T21:35:34.240810+00:00,2026-07-29T21:35:42.096600+00:00,19
1,push,0,2026-07-29T21:35:50.634995+00:00,2026-07-29T21:35:56.416452+00:00,20
2,pull,1,2026-07-29T21:35:58.106259+00:00,2026-07-29T21:36:01.947050+00:00,20
3,push,1,2026-07-29T21:36:03.526097+00:00,2026-07-29T21:36:06.897502+00:00,20
4,pull,2,2026-07-29T21:36:08.307509+00:00,2026-07-29T21:36:11.076019+00:00,20
5,push,2,2026-07-29T21:36:12.670178+00:00,2026-07-29T21:36:15.490528+00:00,20
6,pull,3,2026-07-29T21:36:16.994078+00:00,2026-07-29T21:36:20.041323+00:00,19
7,push,3,2026-07-29T21:36:21.350118+00:00,2026-07-29T21:36:24.481757+00:00,19
8,pull,4,2026-07-29T21:36:26.609910+00:00,2026-07-29T21:36:29.561662+00:00,20
9,push,4,2026-07-29T21:36:30.956733+00:00,2026-07-29T21:36:33.941885+00:00,20
10,pull,5,2026-07-29T21:36:35.267133+00:00,2026-07-29T21:36:38.228827+00:00,20
11,push,5,2026-07-29T21:36:40.305007+00:00,2026-07-29T21:36:43.200277+00:00,20
12,pull,6,2026-07-29T21:36:44.944847+00:00,2026-07-29T21:36:47.747410+00:00,20
13,push,6,2026-07-29T21:36:48.936063+00:00,2026-07-29T21:36:51.758043+00:00,20
14,pull,7,2026-07-29T21:36:53.079087+00:00,2026-07-29T21:36:55.688608+00:00,19
15,push,7,2026-07-29T21:36:56.713244+00:00,2026-07-29T21:36:59.277701+00:00,20
16,pull,8,2026-07-29T21:37:00.336269+00:00,2026-07-29T21:37:02.798160+00:00,20
17,push,8,2026-07-29T21:37:03.899210+00:00,2026-07-29T21:37:06.168321+00:00,20
18,pull,9,2026-07-29T21:37:07.210802+00:00,2026-07-29T21:37:09.499098+00:00,20
19,push,9,2026-07-29T21:37:10.654495+00:00,2026-07-29T21:37:13.198336+00:00,20
20,pull,10,2026-07-29T21:37:14.335767+00:00,2026-07-29T21:37:16.748525+00:00,20
21,push,10,2026-07-29T21:37:18.492160+00:00,2026-07-29T21:37:24.699798+00:00,20
22,pull,11,2026-07-29T21:37:26.038742+00:00,2026-07-29T21:37:28.639286+00:00,20
23,push,11,2026-07-29T21:37:31.749485+00:00,2026-07-29T21:37:34.911223+00:00,19
24,pull,12,2026-07-29T21:37:36.132344+00:00,2026-07-29T21:37:38.869899+00:00,20
25,push,12,2026-07-29T21:37:40.053385+00:00,2026-07-29T21:37:42.920103+00:00,20
26,pull,13,2026-07-29T21:37:44.249638+00:00,2026-07-29T21:37:46.769775+00:00,20
27,push,13,2026-07-29T21:37:47.759920+00:00,2026-07-29T21:37:50.294258+00:00,20
28,pull,14,2026-07-29T21:37:51.511098+00:00,2026-07-29T21:37:54.069961+00:00,21
29,push,14,2026-07-29T21:37:55.466855+00:00,2026-07-29T21:37:58.443809+00:00,20
30,clockwise,0,2026-07-29T21:37:59.580479+00:00,2026-07-29T21:38:35.373008+00:00,20
31,anticlockwise,0,2026-07-29T21:38:36.709990+00:00,2026-07-29T21:38:39.782474+00:00,20
32,clockwise,1,2026-07-29T21:38:41.019795+00:00,2026-07-29T21:38:43.635918+00:00,20
33,anticlockwise,1,2026-07-29T21:38:44.611826+00:00,2026-07-29T21:38:46.975795+00:00,20
34,clockwise,2,2026-07-29T21:38:48.280720+00:00,2026-07-29T21:38:50.712082+00:00,20
35,anticlockwise,2,2026-07-29T21:38:51.796580+00:00,2026-07-29T21:38:54.265442+00:00,20
36,clockwise,3,2026-07-29T21:38:55.578406+00:00,2026-07-29T21:38:58.107384+00:00,20
37,anticlockwise,3,2026-07-29T21:38:59.557554+00:00,2026-07-29T21:39:02.087089+00:00,20
38,clockwise,4,2026-07-29T21:39:03.569053+00:00,2026-07-29T21:39:05.933539+00:00,20
39,anticlockwise,4,2026-07-29T21:39:07.303318+00:00,2026-07-29T21:39:09.823943+00:00,20
40,clockwise,5,2026-07-29T21:39:10.687591+00:00,2026-07-29T21:39:13.026862+00:00,20
41,anticlockwise,5,2026-07-29T21:39:13.823007+00:00,2026-07-29T21:39:16.196582+00:00,20
42,clockwise,6,2026-07-29T21:39:17.869025+00:00,2026-07-29T21:39:20.202959+00:00,20
43,anticlockwise,6,2026-07-29T21:39:23.136765+00:00,2026-07-29T21:39:26.204551+00:00,20
44,clockwise,7,2026-07-29T21:39:27.956409+00:00,2026-07-29T21:39:30.463993+00:00,21
45,anticlockwise,7,2026-07-29T21:39:31.763926+00:00,2026-07-29T21:39:34.316949+00:00,20
46,clockwise,8,2026-07-29T21:39:35.637917+00:00,2026-07-29T21:39:38.034057+00:00,20
47,anticlockwise,8,2026-07-29T21:39:38.954212+00:00,2026-07-29T21:39:41.217714+00:00,20
48,clockwise,9,2026-07-29T21:39:42.202112+00:00,2026-07-29T21:39:44.497610+00:00,20
49,anticlockwise,9,2026-07-29T21:39:45.690845+00:00,2026-07-29T21:39:48.194948+00:00,20
50,clockwise,10,2026-07-29T21:39:49.446626+00:00,2026-07-29T21:39:51.895315+00:00,20
51,anticlockwise,10,2026-07-29T21:39:52.962946+00:00,2026-07-29T21:39:55.428198+00:00,20
52,clockwise,11,2026-07-29T21:39:56.580380+00:00,2026-07-29T21:39:58.955854+00:00,19
53,anticlockwise,11,2026-07-29T21:39:59.770726+00:00,2026-07-29T21:40:02.055727+00:00,20
54,clockwise,12,2026-07-29T21:40:03.022337+00:00,2026-07-29T21:40:05.326090+00:00,20
55,anticlockwise,12,2026-07-29T21:40:06.287659+00:00,2026-07-29T21:40:09.284729+00:00,21
56,clockwise,13,2026-07-29T21:40:10.421445+00:00,2026-07-29T21:40:12.849237+00:00,20
57,anticlockwise,13,2026-07-29T21:40:13.760934+00:00,2026-07-29T21:40:16.639005+00:00,20
58,clockwise,14,2026-07-29T21:40:17.628887+00:00,2026-07-29T21:40:20.156359+00:00,20
59,anticlockwise,14,2026-07-29T21:40:21.130793+00:00,2026-07-29T21:40:23.575749+00:00,20
60,right,0,2026-07-29T21:40:24.840883+00:00,2026-07-29T21:40:59.666828+00:00,20
61,left,0,2026-07-29T21:41:00.641373+00:00,2026-07-29T21:41:03.306648+00:00,20
62,right,1,2026-07-29T21:41:04.287010+00:00,2026-07-29T21:41:06.616028+00:00,20
63,left,1,2026-07-29T21:41:07.872451+00:00,2026-07-29T21:41:10.416614+00:00,20
64,right,2,2026-07-29T21:41:20.456749+00:00,2026-07-29T21:41:23.058462+00:00,20
65,left,2,2026-07-29T21:41:24.013142+00:00,2026-07-29T21:41:26.408548+00:00,21
66,right,3,2026-07-29T21:41:27.401864+00:00,2026-07-29T21:41:29.788191+00:00,20
67,left,3,2026-07-29T21:41:30.518153+00:00,2026-07-29T21:41:32.897411+00:00,21
68,right,4,2026-07-29T21:41:33.898847+00:00,2026-07-29T21:41:36.201729+00:00,20
69,left,4,2026-07-29T21:41:37.017600+00:00,2026-07-29T21:41:39.288117+00:00,21
70,right,5,2026-07-29T21:41:40.101839+00:00,2026-07-29T21:41:42.369177+00:00,20
71,left,5,2026-07-29T21:41:42.996173+00:00,2026-07-29T21:41:45.201677+00:00,19
72,right,6,2026-07-29T21:41:46.123675+00:00,2026-07-29T21:41:48.207948+00:00,20
73,left,6,2026-07-29T21:41:49.203361+00:00,2026-07-29T21:41:51.638461+00:00,20
74,right,7,2026-07-29T21:41:52.513014+00:00,2026-07-29T21:42:00.351666+00:00,20
75,left,7,2026-07-29T21:42:01.180385+00:00,2026-07-29T21:42:03.558732+00:00,20
76,right,8,2026-07-29T21:42:04.397430+00:00,2026-07-29T21:42:06.562737+00:00,19
77,left,8,2026-07-29T21:42:07.171077+00:00,2026-07-29T21:42:09.368992+00:00,20
78,right,9,2026-07-29T21:42:10.220206+00:00,2026-07-29T21:42:12.392808+00:00,21
79,left,9,2026-07-29T21:42:13.413606+00:00,2026-07-29T21:42:15.539980+00:00,20
80,right,10,2026-07-29T21:42:16.844659+00:00,2026-07-29T21:42:19.033120+00:00,20
81,left,10,2026-07-29T21:42:19.931208+00:00,2026-07-29T21:42:22.028441+00:00,20
82,right,11,2026-07-29T21:42:24.989853+00:00,2026-07-29T21:42:27.720052+00:00,21
83,left,11,2026-07-29T21:42:28.217000+00:00,2026-07-29T21:42:30.399769+00:00,20
84,right,12,2026-07-29T21:42:31.246855+00:00,2026-07-29T21:42:33.420012+00:00,20
85,left,12,2026-07-29T21:42:33.952429+00:00,2026-07-29T21:42:36.069237+00:00,20
86,right,13,2026-07-29T21:42:37.240403+00:00,2026-07-29T21:42:39.340073+00:00,19
87,left,13,2026-07-29T21:42:39.956072+00:00,2026-07-29T21:42:42.131511+00:00,20
88,right,14,2026-07-29T21:42:42.659831+00:00,2026-07-29T21:42:44.840502+00:00,21
89,left,14,2026-07-29T21:42:45.895590+00:00,2026-07-29T21:42:48.021004+00:00,20
