trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,bye-bye,0,2026-07-28T17:49:48.993372+00:00,2026-07-28T17:49:56.898240+00:00,30
1,bye-bye,2,2026-07-28T17:50:04.159420+00:00,2026-07-28T17:50:11.314089+00:00,30
2,clapping,1,2026-07-28T17:50:17.053963+00:00,2026-07-28T17:50:21.087338+00:00,30
3,clapping,2,2026-07-28T17:50:22.280934+00:00,2026-07-28T17:50:26.688814+00:00,30
4,one-arm-boxing,0,2026-07-28T17:50:27.952452+00:00,2026-07-28T17:50:36.056069+00:00,30
5,one-arm-boxing,1,2026-07-28T17:50:37.238631+00:00,2026-07-28T17:50:41.273294+00:00,30
6,one-arm-boxing,2,2026-07-28T17:50:41.972858+00:00,2026-07-28T17:50:47.119379+00:00,30
7,two-arm-boxing,0,2026-07-28T17:50:48.605897+00:00,2026-07-28T17:50:57.258792+00:00,30
8,two-arm-boxing,1,2026-07-28T17:50:58.036069+00:00,2026-07-28T17:51:02.270808+00:00,30
9,two-arm-boxing,2,2026-07-28T17:51:03.559070+00:00,2026-07-28T17:51:07.732056+00:00,30
