trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,bye-bye,0,2026-07-27T17:38:24.476351+00:00,2026-07-27T17:38:47.156504+00:00,20
1,bye-bye,1,2026-07-27T17:38:49.475251+00:00,2026-07-27T17:38:54.054383+00:00,20
2,bye-bye,2,2026-07-27T17:38:56.076283+00:00,2026-07-27T17:38:59.798728+00:00,20
3,bye-bye,3,2026-07-27T17:39:01.864955+00:00,2026-07-27T17:39:05.398235+00:00,20
4,bye-bye,4,2026-07-27T17:39:08.382627+00:00,2026-07-27T17:39:12.094620+00:00,20
5,bye-bye,5,2026-07-27T17:39:15.307860+00:00,2026-07-27T17:39:18.233139+00:00,20
6,bye-bye,6,2026-07-27T17:39:20.419373+00:00,2026-07-27T17:39:23.282523+00:00,20
7,bye-bye,7,2026-07-27T17:39:25.564973+00:00,2026-07-27T17:39:29.000558+00:00,20
8,bye-bye,8,2026-07-27T17:39:31.234792+00:00,2026-07-27T17:39:34.390512+00:00,20
9,bye-bye,9,2026-07-27T17:39:43.883140+00:00,2026-07-27T17:39:47.323054+00:00,20
10,bye-bye,10,2026-07-27T17:39:51.883153+00:00,2026-07-27T17:39:55.072845+00:00,20
11,bye-bye,11,2026-07-27T17:39:58.630206+00:00,2026-07-27T17:40:03.825550+00:00,20
12,bye-bye,12,2026-07-27T17:40:05.728869+00:00,2026-07-27T17:40:09.449455+00:00,20
13,bye-bye,13,2026-07-27T17:40:13.421013+00:00,2026-07-27T17:40:16.654029+00:00,20
14,bye-bye,14,2026-07-27T17:40:19.583198+00:00,2026-07-27T17:40:22.902322+00:00,20
15,clapping,0,2026-07-27T17:40:26.311183+00:00,2026-07-27T17:41:20.059714+00:00,20
16,clapping,1,2026-07-27T17:41:24.737032+00:00,2026-07-27T17:41:28.553763+00:00,20
17,clapping,2,2026-07-27T17:41:29.439977+00:00,2026-07-27T17:41:33.368965+00:00,20
18,clapping,3,2026-07-27T17:41:33.911382+00:00,2026-07-27T17:41:36.385203+00:00,20
19,clapping,4,2026-07-27T17:41:36.844518+00:00,2026-07-27T17:41:39.628121+00:00,20
20,clapping,5,2026-07-27T17:41:40.101306+00:00,2026-07-27T17:41:42.507181+00:00,20
21,clapping,6,2026-07-27T17:41:42.994422+00:00,2026-07-27T17:41:45.265070+00:00,20
22,clapping,7,2026-07-27T17:41:45.729405+00:00,2026-07-27T17:41:47.942565+00:00,20
23,clapping,8,2026-07-27T17:41:48.491349+00:00,2026-07-27T17:41:50.718604+00:00,20
24,clapping,9,2026-07-27T17:41:51.174638+00:00,2026-07-27T17:41:53.364022+00:00,20
25,clapping,11,2026-07-27T17:41:56.317319+00:00,2026-07-27T17:42:01.756361+00:00,20
26,clapping,12,2026-07-27T17:42:02.477407+00:00,2026-07-27T17:42:04.875917+00:00,20
27,clapping,13,2026-07-27T17:42:06.474732+00:00,2026-07-27T17:42:08.875458+00:00,20
28,clapping,14,2026-07-27T17:42:09.540120+00:00,2026-07-27T17:42:11.743464+00:00,20
