frame_index,timestamp,gesture,trial,elapsed,collector
0,2026-07-29T22:07:29.534083+00:00,t-arm,0,0.0,student03
1,2026-07-29T22:07:29.635768+00:00,t-arm,0,0.094,student03
2,2026-07-29T22:07:29.734776+00:00,t-arm,0,0.203,student03
3,2026-07-29T22:07:29.833474+00:00,t-arm,0,0.297,student03
4,2026-07-29T22:07:29.935718+00:00,t-arm,0,0.406,student03
5,2026-07-29T22:07:30.037441+00:00,t-arm,0,0.5,student03
6,2026-07-29T22:07:30.134780+00:00,t-arm,0,0.594,student03
7,2026-07-29T22:07:30.229221+00:00,t-arm,0,0.687,student03
8,2026-07-29T22:07:30.323326+00:00,t-arm,0,0.781,student03
9,2026-07-29T22:07:30.419291+00:00,t-arm,0,0.875,student03
10,2026-07-29T22:07:30.517388+00:00,t-arm,0,0.984,student03
11,2026-07-29T22:07:30.613658+00:00,t-arm,0,1.078,student03
12,2026-07-29T22:07:30.720016+00:00,t-arm,0,1.187,student03
13,2026-07-29T22:07:30.827307+00:00,t-arm,0,1.297,student03
14,2026-07-29T22:07:30.939461+00:00,t-arm,0,1.406,student03
15,2026-07-29T22:07:31.049296+00:00,t-arm,0,1.516,student03
16,2026-07-29T22:07:31.159306+00:00,t-arm,0,1.625,student03
17,2026-07-29T22:07:31.268781+00:00,t-arm,0,1.734,student03
18,2026-07-29T22:07:31.378793+00:00,t-arm,0,1.844,student03
19,2026-07-29T22:07:31.474328+00:00,t-arm,0,1.937,student03
0,2026-07-29T22:08:40.116823+00:00,t-arm,1,0.0,student03
1,2026-07-29T22:08:40.216055+00:00,t-arm,1,0.094,student03
2,2026-07-29T22:08:40.307477+00:00,t-arm,1,0.188,student03
3,2026-07-29T22:08:40.406678+00:00,t-arm,1,0.297,student03
4,2026-07-29T22:08:40.515205+00:00,t-arm,1,0.406,student03
5,2026-07-29T22:08:40.616318+00:00,t-arm,1,0.5,student03
6,2026-07-29T22:08:40.716884+00:00,t-arm,1,0.609,student03
7,2026-07-29T22:08:40.819631+00:00,t-arm,1,0.703,student03
8,2026-07-29T22:08:40.919556+00:00,t-arm,1,0.797,student03
9,2026-07-29T22:08:41.019705+00:00,t-arm,1,0.906,student03
10,2026-07-29T22:08:41.116280+00:00,t-arm,1,1.0,student03
11,2026-07-29T22:08:41.222457+00:00,t-arm,1,1.109,student03
12,2026-07-29T22:08:41.319717+00:00,t-arm,1,1.203,student03
13,2026-07-29T22:08:41.420032+00:00,t-arm,1,1.313,student03
14,2026-07-29T22:08:41.532397+00:00,t-arm,1,1.422,student03
15,2026-07-29T22:08:41.641962+00:00,t-arm,1,1.531,student03
16,2026-07-29T22:08:41.751374+00:00,t-arm,1,1.641,student03
17,2026-07-29T22:08:41.861238+00:00,t-arm,1,1.75,student03
18,2026-07-29T22:08:41.971284+00:00,t-arm,1,1.859,student03
19,2026-07-29T22:08:42.081649+00:00,t-arm,1,1.969,student03
0,2026-07-29T22:08:44.967482+00:00,t-arm,2,0.0,student03
1,2026-07-29T22:08:45.082523+00:00,t-arm,2,0.11,student03
2,2026-07-29T22:08:45.181693+00:00,t-arm,2,0.204,student03
3,2026-07-29T22:08:45.280822+00:00,t-arm,2,0.313,student03
4,2026-07-29T22:08:45.395408+00:00,t-arm,2,0.422,student03
