frame_index,timestamp,gesture,trial,elapsed
0,2026-07-24T23:16:28.364264+00:00,clockwise,0,0.0
1,2026-07-24T23:16:28.469279+00:00,clockwise,0,0.093
2,2026-07-24T23:16:28.571166+00:00,clockwise,0,0.203
3,2026-07-24T23:16:28.672577+00:00,clockwise,0,0.297
4,2026-07-24T23:16:28.761121+00:00,clockwise,0,0.39
5,2026-07-24T23:16:28.862598+00:00,clockwise,0,0.5
6,2026-07-24T23:16:28.964225+00:00,clockwise,0,0.593
7,2026-07-24T23:16:29.066350+00:00,clockwise,0,0.703
8,2026-07-24T23:16:29.171097+00:00,clockwise,0,0.797
9,2026-07-24T23:16:29.272835+00:00,clockwise,0,0.906
10,2026-07-24T23:16:29.374441+00:00,clockwise,0,1.0
11,2026-07-24T23:16:29.468842+00:00,clockwise,0,1.093
12,2026-07-24T23:16:29.570137+00:00,clockwise,0,1.203
13,2026-07-24T23:16:29.671980+00:00,clockwise,0,1.297
14,2026-07-24T23:16:29.772982+00:00,clockwise,0,1.406
15,2026-07-24T23:16:29.878024+00:00,clockwise,0,1.515
16,2026-07-24T23:16:29.991978+00:00,clockwise,0,1.625
17,2026-07-24T23:16:30.093117+00:00,clockwise,0,1.718
18,2026-07-24T23:16:30.194394+00:00,clockwise,0,1.828
19,2026-07-24T23:16:30.295423+00:00,clockwise,0,1.922
20,2026-07-24T23:16:30.396481+00:00,clockwise,0,2.031
21,2026-07-24T23:16:30.498356+00:00,clockwise,0,2.125
22,2026-07-24T23:16:30.600206+00:00,clockwise,0,2.234
23,2026-07-24T23:16:30.701696+00:00,clockwise,0,2.328
24,2026-07-24T23:16:30.803281+00:00,clockwise,0,2.437
25,2026-07-24T23:16:30.904641+00:00,clockwise,0,2.531
26,2026-07-24T23:16:31.005982+00:00,clockwise,0,2.64
27,2026-07-24T23:16:31.107479+00:00,clockwise,0,2.734
28,2026-07-24T23:16:31.208651+00:00,clockwise,0,2.843
29,2026-07-24T23:16:31.310158+00:00,clockwise,0,2.937
0,2026-07-24T23:16:35.363646+00:00,clockwise,1,0.0
1,2026-07-24T23:16:35.465462+00:00,clockwise,1,0.093
2,2026-07-24T23:16:35.566823+00:00,clockwise,1,0.203
3,2026-07-24T23:16:35.668776+00:00,clockwise,1,0.297
4,2026-07-24T23:16:35.770727+00:00,clockwise,1,0.406
5,2026-07-24T23:16:35.872360+00:00,clockwise,1,0.5
6,2026-07-24T23:16:35.973771+00:00,clockwise,1,0.609
7,2026-07-24T23:16:36.075136+00:00,clockwise,1,0.703
8,2026-07-24T23:16:36.180028+00:00,clockwise,1,0.812
9,2026-07-24T23:16:36.282589+00:00,clockwise,1,0.906
10,2026-07-24T23:16:36.383999+00:00,clockwise,1,1.015
11,2026-07-24T23:16:36.485810+00:00,clockwise,1,1.109
12,2026-07-24T23:16:36.571010+00:00,clockwise,1,1.203
13,2026-07-24T23:16:36.672284+00:00,clockwise,1,1.297
14,2026-07-24T23:16:36.772156+00:00,clockwise,1,1.406
15,2026-07-24T23:16:36.869300+00:00,clockwise,1,1.5
16,2026-07-24T23:16:36.970217+00:00,clockwise,1,1.593
17,2026-07-24T23:16:37.056016+00:00,clockwise,1,1.687
18,2026-07-24T23:16:37.157420+00:00,clockwise,1,1.781
19,2026-07-24T23:16:37.259093+00:00,clockwise,1,1.89
20,2026-07-24T23:16:37.360605+00:00,clockwise,1,1.984
21,2026-07-24T23:16:37.446276+00:00,clockwise,1,2.078
22,2026-07-24T23:16:37.547984+00:00,clockwise,1,2.172
23,2026-07-24T23:16:37.634752+00:00,clockwise,1,2.265
24,2026-07-24T23:16:37.736392+00:00,clockwise,1,2.375
25,2026-07-24T23:16:37.837821+00:00,clockwise,1,2.468
26,2026-07-24T23:16:37.939567+00:00,clockwise,1,2.578
27,2026-07-24T23:16:38.041166+00:00,clockwise,1,2.672
28,2026-07-24T23:16:38.142400+00:00,clockwise,1,2.765
29,2026-07-24T23:16:38.227978+00:00,clockwise,1,2.859
30,2026-07-24T23:16:38.329171+00:00,clockwise,1,2.953
0,2026-07-24T23:16:44.475756+00:00,clockwise,2,0.0
1,2026-07-24T23:16:44.578014+00:00,clockwise,2,0.094
2,2026-07-24T23:16:44.679640+00:00,clockwise,2,0.203
3,2026-07-24T23:16:44.781269+00:00,clockwise,2,0.297
4,2026-07-24T23:16:44.883003+00:00,clockwise,2,0.406
5,2026-07-24T23:16:44.984653+00:00,clockwise,2,0.5
6,2026-07-24T23:16:45.085859+00:00,clockwise,2,0.609
7,2026-07-24T23:16:45.187245+00:00,clockwise,2,0.703
8,2026-07-24T23:16:45.285499+00:00,clockwise,2,0.813
9,2026-07-24T23:16:45.387884+00:00,clockwise,2,0.906
10,2026-07-24T23:16:45.487590+00:00,clockwise,2,1.016
