frame_index,timestamp,gesture,trial,elapsed,collector
0,2026-07-30T22:37:23.475092+00:00,pull,0,0.0,student03
1,2026-07-30T22:37:23.599226+00:00,pull,0,0.125,student03
2,2026-07-30T22:37:23.710489+00:00,pull,0,0.235,student03
3,2026-07-30T22:37:23.809605+00:00,pull,0,0.329,student03
4,2026-07-30T22:37:23.906749+00:00,pull,0,0.438,student03
5,2026-07-30T22:37:24.006984+00:00,pull,0,0.532,student03
6,2026-07-30T22:37:24.121312+00:00,pull,0,0.641,student03
7,2026-07-30T22:37:24.219379+00:00,pull,0,0.75,student03
8,2026-07-30T22:37:24.330508+00:00,pull,0,0.86,student03
9,2026-07-30T22:37:24.440906+00:00,pull,0,0.969,student03
10,2026-07-30T22:37:24.539478+00:00,pull,0,1.063,student03
11,2026-07-30T22:37:24.635418+00:00,pull,0,1.157,student03
12,2026-07-30T22:37:24.741733+00:00,pull,0,1.266,student03
13,2026-07-30T22:37:24.840112+00:00,pull,0,1.36,student03
14,2026-07-30T22:37:24.936518+00:00,pull,0,1.469,student03
15,2026-07-30T22:37:25.045448+00:00,pull,0,1.579,student03
16,2026-07-30T22:37:25.151021+00:00,pull,0,1.672,student03
17,2026-07-30T22:37:25.245483+00:00,pull,0,1.766,student03
18,2026-07-30T22:37:25.351106+00:00,pull,0,1.875,student03
19,2026-07-30T22:37:25.461440+00:00,pull,0,1.985,student03
0,2026-07-30T22:37:34.347041+00:00,push,0,0.0,student03
1,2026-07-30T22:37:34.461322+00:00,push,0,0.11,student03
2,2026-07-30T22:37:34.560401+00:00,push,0,0.219,student03
3,2026-07-30T22:37:34.671814+00:00,push,0,0.329,student03
4,2026-07-30T22:37:34.780445+00:00,push,0,0.438,student03
5,2026-07-30T22:37:34.892914+00:00,push,0,0.547,student03
6,2026-07-30T22:37:35.006032+00:00,push,0,0.657,student03
7,2026-07-30T22:37:35.116340+00:00,push,0,0.766,student03
8,2026-07-30T22:37:35.225344+00:00,push,0,0.875,student03
9,2026-07-30T22:37:35.319266+00:00,push,0,0.969,student03
10,2026-07-30T22:37:35.418830+00:00,push,0,1.063,student03
11,2026-07-30T22:37:35.518556+00:00,push,0,1.172,student03
12,2026-07-30T22:37:35.635000+00:00,push,0,1.282,student03
13,2026-07-30T22:37:35.735430+00:00,push,0,1.391,student03
14,2026-07-30T22:37:35.845270+00:00,push,0,1.5,student03
15,2026-07-30T22:37:35.950763+00:00,push,0,1.594,student03
16,2026-07-30T22:37:36.046774+00:00,push,0,1.704,student03
17,2026-07-30T22:37:36.161523+00:00,push,0,1.813,student03
18,2026-07-30T22:37:36.271840+00:00,push,0,1.922,student03
0,2026-07-30T22:37:43.535869+00:00,pull,1,0.0,student03
1,2026-07-30T22:37:43.644746+00:00,pull,1,0.109,student03
2,2026-07-30T22:37:43.752716+00:00,pull,1,0.219,student03
3,2026-07-30T22:37:43.851247+00:00,pull,1,0.312,student03
4,2026-07-30T22:37:43.945995+00:00,pull,1,0.406,student03
5,2026-07-30T22:37:44.045464+00:00,pull,1,0.516,student03
6,2026-07-30T22:37:44.151589+00:00,pull,1,0.609,student03
7,2026-07-30T22:37:44.245910+00:00,pull,1,0.703,student03
8,2026-07-30T22:37:44.335226+00:00,pull,1,0.797,student03
9,2026-07-30T22:37:44.441726+00:00,pull,1,0.906,student03
10,2026-07-30T22:37:44.552606+00:00,pull,1,1.016,student03
11,2026-07-30T22:37:44.650921+00:00,pull,1,1.109,student03
12,2026-07-30T22:37:44.747730+00:00,pull,1,1.203,student03
13,2026-07-30T22:37:44.844858+00:00,pull,1,1.312,student03
14,2026-07-30T22:37:44.945927+00:00,pull,1,1.406,student03
15,2026-07-30T22:37:45.052626+00:00,pull,1,1.516,student03
16,2026-07-30T22:37:45.147518+00:00,pull,1,1.609,student03
17,2026-07-30T22:37:45.250829+00:00,pull,1,1.719,student03
18,2026-07-30T22:37:45.362999+00:00,pull,1,1.828,student03
19,2026-07-30T22:37:45.472390+00:00,pull,1,1.937,student03
0,2026-07-30T22:37:49.382590+00:00,push,1,0.0,student03
1,2026-07-30T22:37:49.486662+00:00,push,1,0.109,student03
2,2026-07-30T22:37:49.592880+00:00,push,1,0.218,student03
3,2026-07-30T22:37:49.702501+00:00,push,1,0.328,student03
4,2026-07-30T22:37:49.812492+00:00,push,1,0.437,student03
5,2026-07-30T22:37:49.922772+00:00,push,1,0.547,student03
6,2026-07-30T22:37:50.032713+00:00,push,1,0.656,student03
7,2026-07-30T22:37:50.142219+00:00,push,1,0.765,student03
8,2026-07-30T22:37:50.252225+00:00,push,1,0.875,student03
9,2026-07-30T22:37:50.362229+00:00,push,1,0.984,student03
10,2026-07-30T22:37:50.472698+00:00,push,1,1.093,student03
11,2026-07-30T22:37:50.581122+00:00,push,1,1.203,student03
12,2026-07-30T22:37:50.692891+00:00,push,1,1.312,student03
13,2026-07-30T22:37:50.806025+00:00,push,1,1.422,student03
14,2026-07-30T22:37:50.906325+00:00,push,1,1.531,student03
15,2026-07-30T22:37:51.005679+00:00,push,1,1.625,student03
16,2026-07-30T22:37:51.112361+00:00,push,1,1.734,student03
17,2026-07-30T22:37:51.222413+00:00,push,1,1.843,student03
18,2026-07-30T22:37:51.320298+00:00,push,1,1.937,student03
0,2026-07-30T22:37:58.814225+00:00,pull,2,0.0,student03
1,2026-07-30T22:37:58.921547+00:00,pull,2,0.11,student03
2,2026-07-30T22:37:59.032025+00:00,pull,2,0.219,student03
3,2026-07-30T22:37:59.143123+00:00,pull,2,0.328,student03
4,2026-07-30T22:37:59.240425+00:00,pull,2,0.422,student03
5,2026-07-30T22:37:59.356673+00:00,pull,2,0.531,student03
6,2026-07-30T22:37:59.446129+00:00,pull,2,0.625,student03
7,2026-07-30T22:37:59.537536+00:00,pull,2,0.719,student03
8,2026-07-30T22:37:59.645894+00:00,pull,2,0.828,student03
9,2026-07-30T22:37:59.745671+00:00,pull,2,0.922,student03
10,2026-07-30T22:37:59.851851+00:00,pull,2,1.031,student03
11,2026-07-30T22:37:59.946458+00:00,pull,2,1.125,student03
12,2026-07-30T22:38:00.040079+00:00,pull,2,1.219,student03
13,2026-07-30T22:38:00.135772+00:00,pull,2,1.313,student03
14,2026-07-30T22:38:00.231492+00:00,pull,2,1.406,student03
15,2026-07-30T22:38:00.330247+00:00,pull,2,1.516,student03
16,2026-07-30T22:38:00.427802+00:00,pull,2,1.61,student03
17,2026-07-30T22:38:00.526948+00:00,pull,2,1.703,student03
18,2026-07-30T22:38:00.620036+00:00,pull,2,1.797,student03
19,2026-07-30T22:38:00.716732+00:00,pull,2,1.906,student03
0,2026-07-30T22:38:04.859404+00:00,push,2,0.0,student03
1,2026-07-30T22:38:04.973953+00:00,push,2,0.109,student03
2,2026-07-30T22:38:05.083565+00:00,push,2,0.219,student03
3,2026-07-30T22:38:05.192256+00:00,push,2,0.328,student03
4,2026-07-30T22:38:05.301517+00:00,push,2,0.438,student03
5,2026-07-30T22:38:05.401416+00:00,push,2,0.531,student03
6,2026-07-30T22:38:05.500510+00:00,push,2,0.641,student03
7,2026-07-30T22:38:05.601963+00:00,push,2,0.734,student03
8,2026-07-30T22:38:05.697105+00:00,push,2,0.828,student03
9,2026-07-30T22:38:05.802809+00:00,push,2,0.938,student03
10,2026-07-30T22:38:05.901311+00:00,push,2,1.031,student03
11,2026-07-30T22:38:05.995955+00:00,push,2,1.125,student03
12,2026-07-30T22:38:06.086483+00:00,push,2,1.219,student03
13,2026-07-30T22:38:06.188426+00:00,push,2,1.328,student03
14,2026-07-30T22:38:06.286986+00:00,push,2,1.422,student03
15,2026-07-30T22:38:06.393858+00:00,push,2,1.531,student03
16,2026-07-30T22:38:06.491046+00:00,push,2,1.625,student03
17,2026-07-30T22:38:06.586558+00:00,push,2,1.719,student03
18,2026-07-30T22:38:06.693049+00:00,push,2,1.828,student03
19,2026-07-30T22:38:06.787128+00:00,push,2,1.922,student03
0,2026-07-30T22:38:09.874803+00:00,pull,3,0.0,student03
1,2026-07-30T22:38:09.981527+00:00,pull,3,0.093,student03
2,2026-07-30T22:38:10.080401+00:00,pull,3,0.203,student03
3,2026-07-30T22:38:10.193090+00:00,pull,3,0.312,student03
4,2026-07-30T22:38:10.302991+00:00,pull,3,0.422,student03
5,2026-07-30T22:38:10.402190+00:00,pull,3,0.515,student03
6,2026-07-30T22:38:10.512328+00:00,pull,3,0.625,student03
7,2026-07-30T22:38:10.608078+00:00,pull,3,0.734,student03
8,2026-07-30T22:38:10.722450+00:00,pull,3,0.843,student03
9,2026-07-30T22:38:10.821124+00:00,pull,3,0.937,student03
10,2026-07-30T22:38:10.916676+00:00,pull,3,1.031,student03
11,2026-07-30T22:38:11.016725+00:00,pull,3,1.14,student03
12,2026-07-30T22:38:11.116589+00:00,pull,3,1.234,student03
13,2026-07-30T22:38:11.221916+00:00,pull,3,1.343,student03
14,2026-07-30T22:38:11.334424+00:00,pull,3,1.453,student03
15,2026-07-30T22:38:11.446132+00:00,pull,3,1.562,student03
16,2026-07-30T22:38:11.540577+00:00,pull,3,1.656,student03
17,2026-07-30T22:38:11.637167+00:00,pull,3,1.75,student03
18,2026-07-30T22:38:11.726616+00:00,pull,3,1.843,student03
19,2026-07-30T22:38:11.833970+00:00,pull,3,1.953,student03
0,2026-07-30T22:38:14.553847+00:00,push,3,0.0,student03
1,2026-07-30T22:38:14.658005+00:00,push,3,0.109,student03
2,2026-07-30T22:38:14.773696+00:00,push,3,0.218,student03
3,2026-07-30T22:38:14.866560+00:00,push,3,0.312,student03
4,2026-07-30T22:38:14.971824+00:00,push,3,0.421,student03
5,2026-07-30T22:38:15.067334+00:00,push,3,0.515,student03
6,2026-07-30T22:38:15.172608+00:00,push,3,0.625,student03
7,2026-07-30T22:38:15.284170+00:00,push,3,0.734,student03
8,2026-07-30T22:38:15.393051+00:00,push,3,0.843,student03
9,2026-07-30T22:38:15.506459+00:00,push,3,0.953,student03
10,2026-07-30T22:38:15.612597+00:00,push,3,1.062,student03
11,2026-07-30T22:38:15.723234+00:00,push,3,1.171,student03
12,2026-07-30T22:38:15.818111+00:00,push,3,1.265,student03
13,2026-07-30T22:38:15.918284+00:00,push,3,1.359,student03
14,2026-07-30T22:38:16.010923+00:00,push,3,1.453,student03
15,2026-07-30T22:38:16.109842+00:00,push,3,1.562,student03
16,2026-07-30T22:38:16.223070+00:00,push,3,1.671,student03
17,2026-07-30T22:38:16.333252+00:00,push,3,1.781,student03
18,2026-07-30T22:38:16.431435+00:00,push,3,1.875,student03
19,2026-07-30T22:38:16.527648+00:00,push,3,1.968,student03
0,2026-07-30T22:38:19.074335+00:00,pull,4,0.0,student03
1,2026-07-30T22:38:19.167129+00:00,pull,4,0.094,student03
2,2026-07-30T22:38:19.277357+00:00,pull,4,0.203,student03
3,2026-07-30T22:38:19.376482+00:00,pull,4,0.313,student03
4,2026-07-30T22:38:19.482630+00:00,pull,4,0.422,student03
5,2026-07-30T22:38:19.592994+00:00,pull,4,0.531,student03
6,2026-07-30T22:38:19.702674+00:00,pull,4,0.641,student03
7,2026-07-30T22:38:19.813801+00:00,pull,4,0.75,student03
8,2026-07-30T22:38:19.923768+00:00,pull,4,0.86,student03
9,2026-07-30T22:38:20.037027+00:00,pull,4,0.969,student03
10,2026-07-30T22:38:20.137182+00:00,pull,4,1.063,student03
11,2026-07-30T22:38:20.242906+00:00,pull,4,1.172,student03
12,2026-07-30T22:38:20.336778+00:00,pull,4,1.266,student03
13,2026-07-30T22:38:20.428086+00:00,pull,4,1.36,student03
14,2026-07-30T22:38:20.537429+00:00,pull,4,1.469,student03
15,2026-07-30T22:38:20.635911+00:00,pull,4,1.563,student03
16,2026-07-30T22:38:20.737020+00:00,pull,4,1.672,student03
17,2026-07-30T22:38:20.836912+00:00,pull,4,1.766,student03
18,2026-07-30T22:38:20.932237+00:00,pull,4,1.86,student03
19,2026-07-30T22:38:21.028095+00:00,pull,4,1.953,student03
0,2026-07-30T22:38:23.369240+00:00,push,4,0.0,student03
1,2026-07-30T22:38:23.467970+00:00,push,4,0.109,student03
2,2026-07-30T22:38:23.573751+00:00,push,4,0.203,student03
3,2026-07-30T22:38:23.667695+00:00,push,4,0.297,student03
4,2026-07-30T22:38:23.757037+00:00,push,4,0.391,student03
5,2026-07-30T22:38:23.852585+00:00,push,4,0.484,student03
6,2026-07-30T22:38:23.948005+00:00,push,4,0.578,student03
7,2026-07-30T22:38:24.047317+00:00,push,4,0.688,student03
8,2026-07-30T22:38:24.152259+00:00,push,4,0.781,student03
9,2026-07-30T22:38:24.246619+00:00,push,4,0.875,student03
10,2026-07-30T22:38:24.337006+00:00,push,4,0.969,student03
11,2026-07-30T22:38:24.432819+00:00,push,4,1.063,student03
12,2026-07-30T22:38:24.528430+00:00,push,4,1.156,student03
13,2026-07-30T22:38:24.627287+00:00,push,4,1.266,student03
14,2026-07-30T22:38:24.732871+00:00,push,4,1.375,student03
15,2026-07-30T22:38:24.843516+00:00,push,4,1.484,student03
16,2026-07-30T22:38:24.953666+00:00,push,4,1.594,student03
17,2026-07-30T22:38:25.067766+00:00,push,4,1.703,student03
18,2026-07-30T22:38:25.177478+00:00,push,4,1.813,student03
19,2026-07-30T22:38:25.287621+00:00,push,4,1.922,student03
0,2026-07-30T22:38:27.110986+00:00,pull,5,0.0,student03
1,2026-07-30T22:38:27.223804+00:00,pull,5,0.109,student03
2,2026-07-30T22:38:27.333261+00:00,pull,5,0.219,student03
