trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,pull,0,2026-07-30T22:37:06.794470+00:00,2026-07-30T22:37:25.466468+00:00,20
1,push,0,2026-07-30T22:37:31.625012+00:00,2026-07-30T22:37:36.280741+00:00,19
2,pull,1,2026-07-30T22:37:40.022713+00:00,2026-07-30T22:37:45.472390+00:00,20
3,push,1,2026-07-30T22:37:48.320879+00:00,2026-07-30T22:37:51.331140+00:00,19
4,pull,2,2026-07-30T22:37:57.128423+00:00,2026-07-30T22:38:00.732186+00:00,20
5,push,2,2026-07-30T22:38:02.512120+00:00,2026-07-30T22:38:06.801474+00:00,20
6,pull,3,2026-07-30T22:38:08.083586+00:00,2026-07-30T22:38:11.836285+00:00,20
7,push,3,2026-07-30T22:38:13.184676+00:00,2026-07-30T22:38:16.536204+00:00,20
8,pull,4,2026-07-30T22:38:17.758848+00:00,2026-07-30T22:38:21.032450+00:00,20
9,push,4,2026-07-30T22:38:22.488787+00:00,2026-07-30T22:38:25.291958+00:00,20
10,pull,5,2026-07-30T22:38:26.294768+00:00,2026-07-30T22:38:29.050969+00:00,19
11,push,5,2026-07-30T22:38:30.522979+00:00,2026-07-30T22:38:33.463063+00:00,20
12,pull,6,2026-07-30T22:38:35.089889+00:00,2026-07-30T22:38:37.832444+00:00,20
13,push,6,2026-07-30T22:38:38.954069+00:00,2026-07-30T22:38:41.853167+00:00,20
14,pull,7,2026-07-30T22:38:43.062305+00:00,2026-07-30T22:38:45.833848+00:00,20
15,push,7,2026-07-30T22:38:47.293419+00:00,2026-07-30T22:38:50.118233+00:00,19
16,pull,8,2026-07-30T22:38:51.249313+00:00,2026-07-30T22:38:54.107715+00:00,20
17,push,8,2026-07-30T22:38:55.390444+00:00,2026-07-30T22:38:58.183433+00:00,19
18,pull,9,2026-07-30T22:38:59.443934+00:00,2026-07-30T22:39:02.186261+00:00,20
19,push,9,2026-07-30T22:39:03.284637+00:00,2026-07-30T22:39:05.928673+00:00,20
20,pull,10,2026-07-30T22:39:07.061313+00:00,2026-07-30T22:39:09.911600+00:00,20
21,push,10,2026-07-30T22:39:10.928524+00:00,2026-07-30T22:39:13.831922+00:00,20
22,pull,11,2026-07-30T22:39:14.933662+00:00,2026-07-30T22:39:17.712446+00:00,19
23,push,11,2026-07-30T22:39:18.697855+00:00,2026-07-30T22:39:21.425020+00:00,19
24,pull,12,2026-07-30T22:39:22.423658+00:00,2026-07-30T22:39:25.058077+00:00,20
25,push,12,2026-07-30T22:39:26.043147+00:00,2026-07-30T22:39:28.514901+00:00,19
26,pull,13,2026-07-30T22:39:29.397891+00:00,2026-07-30T22:39:31.984039+00:00,19
27,push,13,2026-07-30T22:39:32.616721+00:00,2026-07-30T22:39:35.212814+00:00,19
28,pull,14,2026-07-30T22:39:35.924416+00:00,2026-07-30T22:39:39.963314+00:00,20
29,push,14,2026-07-30T22:39:40.772652+00:00,2026-07-30T22:39:43.446067+00:00,20
30,clockwise,0,2026-07-30T22:39:57.602687+00:00,2026-07-30T22:40:04.125874+00:00,20
31,anticlockwise,0,2026-07-30T22:40:12.046652+00:00,2026-07-30T22:40:16.234975+00:00,19
32,clockwise,1,2026-07-30T22:40:18.619452+00:00,2026-07-30T22:40:20.975833+00:00,20
33,anticlockwise,1,2026-07-30T22:40:22.684940+00:00,2026-07-30T22:40:25.196129+00:00,19
34,clockwise,2,2026-07-30T22:40:27.891567+00:00,2026-07-30T22:40:30.165918+00:00,19
35,anticlockwise,2,2026-07-30T22:40:31.926336+00:00,2026-07-30T22:40:35.296940+00:00,20
36,clockwise,3,2026-07-30T22:40:37.080057+00:00,2026-07-30T22:40:48.014963+00:00,20
37,anticlockwise,3,2026-07-30T22:40:49.400955+00:00,2026-07-30T22:40:52.754627+00:00,20
38,clockwise,4,2026-07-30T22:40:53.911998+00:00,2026-07-30T22:40:58.030578+00:00,19
39,anticlockwise,4,2026-07-30T22:40:59.029518+00:00,2026-07-30T22:41:02.469191+00:00,20
40,clockwise,5,2026-07-30T22:41:04.390467+00:00,2026-07-30T22:41:07.629310+00:00,20
41,anticlockwise,5,2026-07-30T22:41:08.962961+00:00,2026-07-30T22:41:11.387538+00:00,20
42,clockwise,6,2026-07-30T22:41:22.710208+00:00,2026-07-30T22:41:32.568222+00:00,20
43,anticlockwise,6,2026-07-30T22:41:34.873193+00:00,2026-07-30T22:41:38.415804+00:00,20
44,clockwise,7,2026-07-30T22:41:39.658638+00:00,2026-07-30T22:41:43.249302+00:00,20
45,anticlockwise,7,2026-07-30T22:41:44.364354+00:00,2026-07-30T22:41:47.389302+00:00,20
46,clockwise,8,2026-07-30T22:41:48.840282+00:00,2026-07-30T22:41:52.279132+00:00,20
47,anticlockwise,8,2026-07-30T22:41:53.701297+00:00,2026-07-30T22:41:56.928775+00:00,19
48,clockwise,9,2026-07-30T22:42:03.977301+00:00,2026-07-30T22:42:09.172795+00:00,20
49,anticlockwise,9,2026-07-30T22:42:10.622636+00:00,2026-07-30T22:42:14.194147+00:00,19
50,clockwise,10,2026-07-30T22:42:19.398820+00:00,2026-07-30T22:42:22.558167+00:00,20
51,anticlockwise,10,2026-07-30T22:42:24.529947+00:00,2026-07-30T22:42:29.679760+00:00,20
52,clockwise,11,2026-07-30T22:42:30.843946+00:00,2026-07-30T22:42:34.309512+00:00,20
53,anticlockwise,11,2026-07-30T22:42:35.432817+00:00,2026-07-30T22:42:38.632542+00:00,20
54,clockwise,12,2026-07-30T22:42:40.366079+00:00,2026-07-30T22:42:43.442108+00:00,19
