trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,clockwise,0,2026-07-28T22:08:27.522239+00:00,2026-07-28T22:08:34.148792+00:00,20
1,clockwise,1,2026-07-28T22:08:36.812311+00:00,2026-07-28T22:08:40.613024+00:00,20
2,clockwise,2,2026-07-28T22:08:42.941401+00:00,2026-07-28T22:08:46.220013+00:00,20
3,clockwise,3,2026-07-28T22:08:48.366489+00:00,2026-07-28T22:08:52.530636+00:00,20
4,clockwise,4,2026-07-28T22:08:54.905691+00:00,2026-07-28T22:08:59.413574+00:00,20
5,anticlockwise,0,2026-07-28T22:09:03.133557+00:00,2026-07-28T22:09:10.530448+00:00,20
6,anticlockwise,1,2026-07-28T22:09:12.234801+00:00,2026-07-28T22:09:17.100265+00:00,20
7,anticlockwise,2,2026-07-28T22:09:20.267614+00:00,2026-07-28T22:09:25.500326+00:00,20
8,anticlockwise,3,2026-07-28T22:09:29.146601+00:00,2026-07-28T22:09:37.452585+00:00,20
9,anticlockwise,4,2026-07-28T22:09:39.434128+00:00,2026-07-28T22:09:43.793235+00:00,20
