trial_index,gesture,trial_num,start_timestamp,end_timestamp,num_frames
0,pull,1,2026-07-28T21:55:24.815165+00:00,2026-07-28T21:55:29.624910+00:00,10
1,pull,3,2026-07-28T21:55:41.360368+00:00,2026-07-28T21:55:47.184468+00:00,10
2,pull,4,2026-07-28T21:55:49.460316+00:00,2026-07-28T21:55:52.408112+00:00,10
3,push,0,2026-07-28T21:55:54.556518+00:00,2026-07-28T21:55:59.177911+00:00,10
4,push,1,2026-07-28T21:56:02.284405+00:00,2026-07-28T21:56:04.767483+00:00,10
5,push,2,2026-07-28T21:56:07.609089+00:00,2026-07-28T21:56:09.954326+00:00,10
6,push,3,2026-07-28T21:56:12.149311+00:00,2026-07-28T21:56:13.954435+00:00,10
7,push,4,2026-07-28T21:56:16.275730+00:00,2026-07-28T21:56:18.497890+00:00,10
8,right,1,2026-07-28T21:57:05.710653+00:00,2026-07-28T21:57:09.108567+00:00,10
9,right,2,2026-07-28T21:57:11.619730+00:00,2026-07-28T21:57:14.464648+00:00,10
10,right,3,2026-07-28T21:57:16.661996+00:00,2026-07-28T21:57:20.199174+00:00,10
11,right,4,2026-07-28T21:57:22.812192+00:00,2026-07-28T21:57:25.618677+00:00,10
12,left,0,2026-07-28T21:57:27.460526+00:00,2026-07-28T21:57:33.945586+00:00,10
13,left,1,2026-07-28T21:57:36.027478+00:00,2026-07-28T21:57:38.185719+00:00,10
14,left,2,2026-07-28T21:57:39.994345+00:00,2026-07-28T21:57:42.484227+00:00,10
15,left,3,2026-07-28T21:57:43.895293+00:00,2026-07-28T21:57:46.375796+00:00,10
16,left,4,2026-07-28T21:57:47.986091+00:00,2026-07-28T21:57:50.518751+00:00,10
17,raise-arms,0,2026-07-28T21:57:53.336218+00:00,2026-07-28T21:58:11.376121+00:00,10
18,raise-arms,1,2026-07-28T21:58:13.190746+00:00,2026-07-28T21:58:15.935112+00:00,10
19,raise-arms,3,2026-07-28T21:58:22.925586+00:00,2026-07-28T21:58:25.385600+00:00,10
20,raise-arms,4,2026-07-28T21:58:26.987806+00:00,2026-07-28T21:58:29.228648+00:00,10
